id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SS0A7B487D4	KLRG2_WNT11	simple:A4D1S0	simple:O96014	ENSG00000188883	ENSG00000085741	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0FEC87269	KLRG2_TNFSF9	simple:A4D1S0	simple:P41273	ENSG00000188883	ENSG00000125657	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS044DF8749	KLRG2_WNT5B	simple:A4D1S0	simple:Q9H1J7	ENSG00000188883	ENSG00000111186	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F8ABC300	GALR2_GAL	simple:O43603	simple:P22466	ENSG00000182687	ENSG00000069482	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E70DD97F	GALR3_GAL	simple:O60755	simple:P22466	ENSG00000128310	ENSG00000069482	True	True	False	guidetopharmacology.org	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
