"","colour","fill","y","binwidth","count","ncount","x","PANEL","group","width","countidx","stackpos","ymin","ymax","xmin","xmax","alpha","stroke","linetype","weight"
"1","#440154FF","#440154FF",16.08,1.16666666666667,1,1,0.733333333333333,"1",1,0.9,1,0,15.4966666666667,22.5233333333333,0.583333333333333,0.883333333333333,NA,1,"solid",1
"2","#440154FF","#440154FF",19.02,1.16666666666667,1,1,0.733333333333333,"1",1,0.9,1,0,15.4966666666667,22.5233333333333,0.583333333333333,0.883333333333333,NA,1,"solid",1
"3","#440154FF","#440154FF",21.94,1.16666666666667,1,1,0.733333333333333,"1",1,0.9,1,0,15.4966666666667,22.5233333333333,0.583333333333333,0.883333333333333,NA,1,"solid",1
"4","#21908CFF","#21908CFF",16.58,1.16666666666667,1,1,1,"1",2,0.9,1,0,15.9966666666667,26.3033333333333,0.85,1.15,NA,1,"solid",1
"5","#21908CFF","#21908CFF",20.18,1.16666666666667,1,1,1,"1",2,0.9,1,0,15.9966666666667,26.3033333333333,0.85,1.15,NA,1,"solid",1
"6","#21908CFF","#21908CFF",25.72,1.16666666666667,1,1,1,"1",2,0.9,1,0,15.9966666666667,26.3033333333333,0.85,1.15,NA,1,"solid",1
"7","#CC9900","#CC9900",17.39,1.16666666666667,2,1,1.26666666666667,"1",3,0.9,1,-0.5,16.8066666666667,29.0333333333333,1.11666666666667,1.41666666666667,NA,1,"solid",1
"8","#CC9900","#CC9900",17.39,1.16666666666667,2,1,1.26666666666667,"1",3,0.9,2,0.5,16.8066666666667,29.0333333333333,1.11666666666667,1.41666666666667,NA,1,"solid",1
"9","#CC9900","#CC9900",28.45,1.16666666666667,1,0.5,1.26666666666667,"1",3,0.9,1,0,16.8066666666667,29.0333333333333,1.11666666666667,1.41666666666667,NA,1,"solid",1
"10","#440154FF","#440154FF",12.345,1.16666666666667,3,1,1.73333333333333,"1",4,0.9,1,-1,11.7616666666667,12.9283333333333,1.58333333333333,1.88333333333333,NA,1,"solid",1
"11","#440154FF","#440154FF",12.345,1.16666666666667,3,1,1.73333333333333,"1",4,0.9,2,0,11.7616666666667,12.9283333333333,1.58333333333333,1.88333333333333,NA,1,"solid",1
"12","#440154FF","#440154FF",12.345,1.16666666666667,3,1,1.73333333333333,"1",4,0.9,3,1,11.7616666666667,12.9283333333333,1.58333333333333,1.88333333333333,NA,1,"solid",1
"13","#21908CFF","#21908CFF",12.05,1.16666666666667,1,0.5,2,"1",5,0.9,1,0,11.4666666666667,16.3683333333333,1.85,2.15,NA,1,"solid",1
"14","#21908CFF","#21908CFF",15.785,1.16666666666667,2,1,2,"1",5,0.9,1,-0.5,11.4666666666667,16.3683333333333,1.85,2.15,NA,1,"solid",1
"15","#21908CFF","#21908CFF",15.785,1.16666666666667,2,1,2,"1",5,0.9,2,0.5,11.4666666666667,16.3683333333333,1.85,2.15,NA,1,"solid",1
"16","#CC9900","#CC9900",13.33,1.16666666666667,1,1,2.26666666666667,"1",6,0.9,1,0,12.7466666666667,18.2133333333333,2.11666666666667,2.41666666666667,NA,1,"solid",1
"17","#CC9900","#CC9900",15.32,1.16666666666667,1,1,2.26666666666667,"1",6,0.9,1,0,12.7466666666667,18.2133333333333,2.11666666666667,2.41666666666667,NA,1,"solid",1
"18","#CC9900","#CC9900",17.63,1.16666666666667,1,1,2.26666666666667,"1",6,0.9,1,0,12.7466666666667,18.2133333333333,2.11666666666667,2.41666666666667,NA,1,"solid",1
"19","#440154FF","#440154FF",4.69,1.16666666666667,2,1,2.73333333333333,"1",7,0.9,1,-0.5,4.10666666666667,6.43333333333333,2.58333333333333,2.88333333333333,NA,1,"solid",1
"20","#440154FF","#440154FF",4.69,1.16666666666667,2,1,2.73333333333333,"1",7,0.9,2,0.5,4.10666666666667,6.43333333333333,2.58333333333333,2.88333333333333,NA,1,"solid",1
"21","#440154FF","#440154FF",5.85,1.16666666666667,1,0.5,2.73333333333333,"1",7,0.9,1,0,4.10666666666667,6.43333333333333,2.58333333333333,2.88333333333333,NA,1,"solid",1
"22","#21908CFF","#21908CFF",4.57,1.16666666666667,1,1,3,"1",8,0.9,1,0,3.98666666666667,7.51333333333333,2.85,3.15,NA,1,"solid",1
"23","#21908CFF","#21908CFF",5.76,1.16666666666667,1,1,3,"1",8,0.9,1,0,3.98666666666667,7.51333333333333,2.85,3.15,NA,1,"solid",1
"24","#21908CFF","#21908CFF",6.93,1.16666666666667,1,1,3,"1",8,0.9,1,0,3.98666666666667,7.51333333333333,2.85,3.15,NA,1,"solid",1
"25","#CC9900","#CC9900",4.89,1.16666666666667,1,0.5,3.26666666666667,"1",9,0.9,1,0,4.30666666666667,6.87333333333333,3.11666666666667,3.41666666666667,NA,1,"solid",1
"26","#CC9900","#CC9900",6.29,1.16666666666667,2,1,3.26666666666667,"1",9,0.9,1,-0.5,4.30666666666667,6.87333333333333,3.11666666666667,3.41666666666667,NA,1,"solid",1
"27","#CC9900","#CC9900",6.29,1.16666666666667,2,1,3.26666666666667,"1",9,0.9,2,0.5,4.30666666666667,6.87333333333333,3.11666666666667,3.41666666666667,NA,1,"solid",1
"28","#440154FF","#440154FF",13.91,1.16666666666667,2,1,3.73333333333333,"1",10,0.9,1,-0.5,13.3266666666667,17.7833333333333,3.58333333333333,3.88333333333333,NA,1,"solid",1
"29","#440154FF","#440154FF",13.91,1.16666666666667,2,1,3.73333333333333,"1",10,0.9,2,0.5,13.3266666666667,17.7833333333333,3.58333333333333,3.88333333333333,NA,1,"solid",1
"30","#440154FF","#440154FF",17.2,1.16666666666667,1,0.5,3.73333333333333,"1",10,0.9,1,0,13.3266666666667,17.7833333333333,3.58333333333333,3.88333333333333,NA,1,"solid",1
"31","#21908CFF","#21908CFF",3.76,1.16666666666667,1,1,4,"1",11,0.9,1,0,3.17666666666667,20.0233333333333,3.85,4.15,NA,1,"solid",1
"32","#21908CFF","#21908CFF",9.34,1.16666666666667,1,1,4,"1",11,0.9,1,0,3.17666666666667,20.0233333333333,3.85,4.15,NA,1,"solid",1
"33","#21908CFF","#21908CFF",19.44,1.16666666666667,1,1,4,"1",11,0.9,1,0,3.17666666666667,20.0233333333333,3.85,4.15,NA,1,"solid",1
"34","#CC9900","#CC9900",2.56,1.16666666666667,1,1,4.26666666666667,"1",12,0.9,1,0,1.97666666666667,14.6733333333333,4.11666666666667,4.41666666666667,NA,1,"solid",1
"35","#CC9900","#CC9900",9.27,1.16666666666667,1,1,4.26666666666667,"1",12,0.9,1,0,1.97666666666667,14.6733333333333,4.11666666666667,4.41666666666667,NA,1,"solid",1
"36","#CC9900","#CC9900",14.09,1.16666666666667,1,1,4.26666666666667,"1",12,0.9,1,0,1.97666666666667,14.6733333333333,4.11666666666667,4.41666666666667,NA,1,"solid",1
"37","#440154FF","#440154FF",7.25,1.16666666666667,3,1,4.73333333333333,"1",13,0.9,1,-1,6.66666666666667,7.83333333333333,4.58333333333333,4.88333333333333,NA,1,"solid",1
"38","#440154FF","#440154FF",7.25,1.16666666666667,3,1,4.73333333333333,"1",13,0.9,2,0,6.66666666666667,7.83333333333333,4.58333333333333,4.88333333333333,NA,1,"solid",1
"39","#440154FF","#440154FF",7.25,1.16666666666667,3,1,4.73333333333333,"1",13,0.9,3,1,6.66666666666667,7.83333333333333,4.58333333333333,4.88333333333333,NA,1,"solid",1
"40","#21908CFF","#21908CFF",6.71,1.16666666666667,2,1,5,"1",14,0.9,1,-0.5,6.12666666666667,9.12333333333333,4.85,5.15,NA,1,"solid",1
"41","#21908CFF","#21908CFF",6.71,1.16666666666667,2,1,5,"1",14,0.9,2,0.5,6.12666666666667,9.12333333333333,4.85,5.15,NA,1,"solid",1
"42","#21908CFF","#21908CFF",8.54,1.16666666666667,1,0.5,5,"1",14,0.9,1,0,6.12666666666667,9.12333333333333,4.85,5.15,NA,1,"solid",1
"43","#CC9900","#CC9900",4.98,1.16666666666667,1,0.5,5.26666666666667,"1",15,0.9,1,0,4.39666666666667,7.80833333333333,5.11666666666667,5.41666666666667,NA,1,"solid",1
"44","#CC9900","#CC9900",7.225,1.16666666666667,2,1,5.26666666666667,"1",15,0.9,1,-0.5,4.39666666666667,7.80833333333333,5.11666666666667,5.41666666666667,NA,1,"solid",1
"45","#CC9900","#CC9900",7.225,1.16666666666667,2,1,5.26666666666667,"1",15,0.9,2,0.5,4.39666666666667,7.80833333333333,5.11666666666667,5.41666666666667,NA,1,"solid",1
