"","fill","ymin","lower","middle","upper","ymax","notchupper","notchlower","x","flipped_aes","PANEL","group","ymin_final","ymax_final","xmin","xmax","weight","colour","alpha","shape","linetype","linewidth"
"1","#E69F00",0.000807366683313324,0.0455722654531542,0.119869629235924,0.265988230070829,1.15275039307137,0.121083592356724,0.118655666115124,0.8125,FALSE,"1",1,0.000807366683313324,1.15275039307137,0.64375,0.98125,1,"grey20",NA,19,"solid",0.5
"2","#56B4E9",0.000807366683313324,0.010138639372244,0.0244833409026081,0.0480310201350659,0.273701215639917,0.0246920370053843,0.0242746447998318,1.1875,FALSE,"1",2,0.000807366683313324,0.428941289281879,1.01875,1.35625,1,"grey20",NA,19,"solid",0.5
"3","#E69F00",0.0168882165211127,0.322629833413341,0.522111673875195,0.79464806044184,1.99930201170433,0.524717670838793,0.519505676911597,1.8125,FALSE,"1",3,0.0168882165211127,1.99930201170433,1.64375,1.98125,1,"grey20",NA,19,"solid",0.5
"4","#56B4E9",0.00751063489916143,0.0907988815563972,0.134546180437091,0.189688374257424,0.668927235659397,0.135090824276215,0.134001536597966,2.1875,FALSE,"1",4,0.00751063489916143,0.668927235659397,2.01875,2.35625,1,"grey20",NA,19,"solid",0.5
