"","colour","ymin","lower","middle","upper","ymax","notchupper","notchlower","x","flipped_aes","PANEL","group","ymin_final","ymax_final","xmin","xmax","weight","fill","alpha","shape","linetype","linewidth"
"1","#440154FF",0.0227011860732049,0.0240175423688051,0.0253338986644053,0.0279332486894111,0.0305325987144169,0.028905858539671,0.0217619387891397,0.75,FALSE,"1",1,0.0227011860732049,0.0305325987144169,0.6375,0.8625,1,"white",NA,19,"solid",0.5
"2","#21908CFF",0.0268959435626102,0.0273412712414512,0.0277865989202922,0.0282468828019029,0.0287071666835136,0.0286127099438608,0.0269604878967235,1,FALSE,"1",2,0.0268959435626102,0.0287071666835136,0.8875,1.1125,1,"white",NA,19,"solid",0.5
"3","#CC9900",0.0284448818897638,0.0293958513495062,0.0303468208092486,0.0317996239968573,0.033252427184466,0.0325395744895783,0.0281540671289188,1.25,FALSE,"1",3,0.0284448818897638,0.033252427184466,1.1375,1.3625,1,"white",NA,19,"solid",0.5
"4","#440154FF",0.00172176308539945,0.00192087730271668,0.00211999152003392,0.00214404116238911,0.00216809080474429,0.00232356458887324,0.0019164184511946,1.75,FALSE,"1",4,0.00172176308539945,0.00216809080474429,1.6375,1.8625,1,"white",NA,19,"solid",0.5
"5","#21908CFF",0.002540489044141,0.00254890413406344,0.00255731922398589,0.0037046173598955,0.00485191549580511,0.00361157634440933,0.00150306210356245,2,FALSE,"1",5,0.002540489044141,0.00485191549580511,1.8875,2.1125,1,"white",NA,19,"solid",0.5
"6","#CC9900",0.00187007874015748,0.00257280430264136,0.00327552986512524,0.00364019211702864,0.00400485436893204,0.00424921535943187,0.00230184437081861,2.25,FALSE,"1",6,0.00187007874015748,0.00400485436893204,2.1375,2.3625,1,"white",NA,19,"solid",0.5
"7","#440154FF",0.161543353826585,0.171279023102457,0.181014692378329,0.197955375777227,0.214896059176126,0.205349219426815,0.156680165329843,2.75,FALSE,"1",7,0.161543353826585,0.214896059176126,2.6375,2.8625,1,"white",NA,19,"solid",0.5
"8","#21908CFF",0.124801524293426,0.131757023169641,0.138712522045855,0.143449053906785,0.148185585767715,0.149378149453528,0.128046894638183,3,FALSE,"1",8,0.124801524293426,0.148185585767715,2.8875,3.1125,1,"white",NA,19,"solid",0.5
"9","#CC9900",0.168082524271845,0.178135750324899,0.188188976377953,0.194672522871057,0.201156069364162,0.203274042306015,0.17310391044989,3.25,FALSE,"1",9,0.168082524271845,0.201156069364162,3.1375,3.3625,1,"white",NA,19,"solid",0.5
"10","#440154FF",0.0393258426966292,0.0466372096862393,0.0539485766758494,0.0542029581504486,0.0544573396250478,0.0608501539974923,0.0470469993542065,3.75,FALSE,"1",10,0.0393258426966292,0.0544573396250478,3.6375,3.8625,1,"white",NA,19,"solid",0.5
"11","#21908CFF",0.0216314565854645,0.0220891484261079,0.0225468402667513,0.0285573707506596,0.0345679012345679,0.0284472395091594,0.0166464410243433,4,FALSE,"1",11,0.0216314565854645,0.0345679012345679,3.8875,4.1125,1,"white",NA,19,"solid",0.5
"12","#CC9900",0.0345873786407767,0.0354054426922573,0.036223506743738,0.0420782888049398,0.0479330708661417,0.0423105665528187,0.0301364469346572,4.25,FALSE,"1",12,0.0345873786407767,0.0479330708661417,4.1375,4.3625,1,"white",NA,19,"solid",0.5
