"","colour","fill","y","binwidth","count","ncount","x","PANEL","group","width","countidx","stackpos","ymin","ymax","xmin","xmax","alpha","stroke","linetype","weight"
"1","#440154FF","#440154FF",0.0335416400969264,0.02,1,0.5,0.733333333333333,"1",1,0.9,1,0,0.0235416400969264,0.0659203731963768,0.583333333333333,0.883333333333333,NA,1,"solid",1
"2","#440154FF","#440154FF",0.0559203731963768,0.02,2,1,0.733333333333333,"1",1,0.9,1,-0.5,0.0235416400969264,0.0659203731963768,0.583333333333333,0.883333333333333,NA,1,"solid",1
"3","#440154FF","#440154FF",0.0559203731963768,0.02,2,1,0.733333333333333,"1",1,0.9,2,0.5,0.0235416400969264,0.0659203731963768,0.583333333333333,0.883333333333333,NA,1,"solid",1
"4","#21908CFF","#21908CFF",0.0484290595438208,0.02,2,1,1,"1",2,0.9,1,-0.5,0.0384290595438208,0.0790695458875834,0.85,1.15,NA,1,"solid",1
"5","#21908CFF","#21908CFF",0.0484290595438208,0.02,2,1,1,"1",2,0.9,2,0.5,0.0384290595438208,0.0790695458875834,0.85,1.15,NA,1,"solid",1
"6","#21908CFF","#21908CFF",0.0690695458875834,0.02,1,0.5,1,"1",2,0.9,1,0,0.0384290595438208,0.0790695458875834,0.85,1.15,NA,1,"solid",1
"7","#FDE725FF","#FDE725FF",0.0320736760386853,0.02,3,1,1.26666666666667,"1",3,0.9,1,-1,0.0220736760386853,0.0420736760386853,1.11666666666667,1.41666666666667,NA,1,"solid",1
"8","#FDE725FF","#FDE725FF",0.0320736760386853,0.02,3,1,1.26666666666667,"1",3,0.9,2,0,0.0220736760386853,0.0420736760386853,1.11666666666667,1.41666666666667,NA,1,"solid",1
"9","#FDE725FF","#FDE725FF",0.0320736760386853,0.02,3,1,1.26666666666667,"1",3,0.9,3,1,0.0220736760386853,0.0420736760386853,1.11666666666667,1.41666666666667,NA,1,"solid",1
"10","#440154FF","#440154FF",0.347404667771968,0.02,1,1,1.73333333333333,"1",4,0.9,1,0,0.337404667771968,0.433680305278779,1.58333333333333,1.88333333333333,NA,1,"solid",1
"11","#440154FF","#440154FF",0.382690541781451,0.02,1,1,1.73333333333333,"1",4,0.9,1,0,0.337404667771968,0.433680305278779,1.58333333333333,1.88333333333333,NA,1,"solid",1
"12","#440154FF","#440154FF",0.423680305278779,0.02,1,1,1.73333333333333,"1",4,0.9,1,0,0.337404667771968,0.433680305278779,1.58333333333333,1.88333333333333,NA,1,"solid",1
"13","#21908CFF","#21908CFF",0.350793650793651,0.02,1,1,2,"1",5,0.9,1,0,0.340793650793651,0.498426159911048,1.85,2.15,NA,1,"solid",1
