Stat1	Gm7457	15.043901856828636
Sp110	Stat1	11.241079658584008
Stat1	Rph3al	8.696123041487217
Sox17	Stat1	8.478438066563763
Stat1	Nupr1	8.410718319626326
Stat1	Gm50401	7.805498189784356
Stat1	Gm9368	7.593985110381954
Stat1	Cmtm6	7.153231971322122
Stat1	Ccn2	7.06780828281838
Stat1	Slc1a5	7.024789959952885
Stat1	Hrct1	6.755335182984553
Stat1	Fcrl1	6.571682989357911
Stat1	Pdcl3	6.497136995998883
Stat1	Gng5	6.434973402696271
Zmynd8	Stat1	6.375337774463711
Stat1	Slc25a30	6.049998657233619
Stat1	Gm31592	5.857697375138888
Stat1	Cradd	5.6922963902458665
Stat1	Mpzl2	5.668980040156724
Egr1	Stat1	5.287568561262532
Ep300	Stat1	5.250238572753766
Stat1	Gm6209	5.243082278753856
Nkx2-2	Stat1	5.210159547223073
Max	Stat1	5.205212529673497
Zfp322a	Stat1	5.068244884946338
Stat1	Mcf2	4.761533717574625
Wdr5	Stat1	4.73237505854744
Notch1	Stat1	4.725481935908741
Anp32e	Stat1	4.627381469979978
Stat1	Gpr17	4.175316716047615
Irf2	Stat1	4.11326223149918
Tcf7	Stat1	4.068252157344191
Stat1	9330198N18Rik	4.023015424243612
Zeb1	Stat1	4.017323761521118
Stat1	Sp110	4.008812452028459
Stat1	Exph5	4.006542427141771
Stat1	Btbd16	3.9984881914534007
Stat1	Klra2	3.947857721468843
Stat1	Kdr	3.9155976789600277
Stat1	Cand2	3.8335553193916603
Stat1	Wfdc1	3.8162192427154644
Stat1	Psma8	3.774991717784257
Stat1	Ttc23	3.6967284262008344
Stat1	Asl	3.66478738245469
Stat1	Rpsa	3.6268678768532507
Stat1	Ramp2	3.576025908434841
Stat1	Kynu	3.537124519764582
Stat1	Kdm4a	3.5124301672080636
Stat1	Gm27187	3.4917373727561127
E2f4	Stat1	3.473452015866202
Stat1	Gm17382	3.3827925321551704
Acss2	Stat1	3.3739567254000513
Stat1	Gm13562	3.3678437587886947
Stat1	Ecscr	3.3498304876424836
Stat1	Emcn	3.3337589119337343
Stat1	Tmem140	3.3079916647466616
Stat1	Foxc1	3.2823075934764807
Stat1	Gm47754	3.1216341434699943
Mafg	Stat1	3.078557101618866
Stat1	Gm26520	3.0545006004497153
Stat1	Abcb1a	3.0500251743307367
Stat1	Sparc	3.040682950399441
Stat1	Nostrin	2.974445061472166
Stat1	Oas1a	2.9132463419669983
Tfap2c	Stat1	2.88722610766422
Stat1	Pparg	2.850019016823368
Stat1	Kank3	2.8445022136359515
Stat1	Nkx2-2	2.8391512507237877
Stat1	Gm11211	2.8341475803438447
Stat1	Oser1	2.830193860451886
Stat1	Slc7a5	2.803794343483326
Stat1	Jrkl	2.7802222683320696
Stat1	Gm42556	2.767237172066471
Stat1	Gm10080	2.737701721805905
Stat1	Gimap5	2.7173204968534965
Stat1	Pltp	2.6887547531950124
Sp1	Stat1	2.6815055993839123
Stat1	Gm45188	2.647176375438498
Stat1	Mlip	2.6469038440590698
Stat1	Plekho2	2.619151814354024
Stat1	Sp100	2.5991283810035988
Stat1	Cr2	2.592754601738847
Stat1	Spr	2.5791243990640433
Stat1	Gm5472	2.5644764909504865
Stat1	Rab3il1	2.552623280423904
Stat1	Chrm5	2.4954543323113287
Stat1	Gm11898	2.491864582282014
Stat1	Slco1a4	2.4560707962260855
Stat1	Ppp2r5d	2.443862177655969
Stat1	Cd200r1	2.4349068013473856
Stat1	Nol6	2.408998545283208
Stat1	Gm4070	2.369943483708668
Stat1	Tpm4	2.366229378356189
Stat1	Gm40603	2.3600432281964445
Stat1	Thsd1	2.350559527645825
Stat1	S1pr4	2.342243066489315
Stat1	9130409I23Rik	2.3219118916550374
Stat1	Gorab	2.3186853584171208
Stat1	Rgr	2.2945276948949647
Stat1	2610001J05Rik	2.2870552470942114
Stat1	Ifi203	2.279403410587159
Stat1	Gm33337	2.2720878131146405
Stat1	Baiap2l1	2.2570307482302714
Myt1l	Stat1	2.2525009136583813
Stat1	4732463B04Rik	2.225168677931591
Stat1	Gm15996	2.219933697938794
Stat1	Rftn1	2.1976912003509534
Stat1	Il10rb	2.163343652358402
Stat1	Kdm6bos	2.1582838492086207
Stat1	Tnni1	2.147915732555072
Stat1	Tmem196	2.143747303517433
Stat1	Mrps7	2.1411796800234626
Stat1	Fbxo32	2.1398393780709903
Stat1	Fmo2	2.129092113336217
Stat1	Nosip	2.1066655615360697
Stat1	Gm20164	2.1066441502392106
Thrb	Stat1	2.103443238804501
Stat1	Mecom	2.1018781157901256
Stat1	Tor1b	2.059007080630332
Stat1	Tbx15	2.0522059531067933
Stat1	Hmcn1	2.04703251259974
Stat1	Gm17501	2.026881216906299
Stat1	Tmsb4x	2.023376980207474
Stat1	Pdcd5	2.0211720024330457
Stat1	Rpl37rt	2.016693892166565
Stat1	4930583P06Rik	2.015463569319689
Stat1	Gm42523	1.9946807378057207
Stat1	Gm10392	1.9909340789854215
Stat1	Slco1c1	1.9767600753869883
Stat1	Car12	1.9698774240493904
Kansl1	Stat1	1.9681534323492855
Stat1	Adamts18	1.958386447044938
Stat1	Tjp3	1.9531569377738427
Stat1	Klrd1	1.947388379646076
Dnmt1	Stat1	1.9469221461721073
Stat1	Gm47039	1.9370908921458163
Nr2f2	Stat1	1.9341564175794443
Stat1	Gm48878	1.9233122647661596
Stat1	Gbe1	1.9179542517974841
Stat1	6030498E09Rik	1.9008448224937753
Stat1	Gm26787	1.892562345230011
Stat1	Tcaf2	1.8916261940556116
Stat1	Gm48200	1.8905187801502927
Stat1	Cfap65	1.88706796001376
Stat1	Crip2	1.8709045299672764
Stat1	Mme	1.8679277656716573
Stat1	Itga7	1.8662654026995305
Stat1	Gcnt1	1.8570477491635007
Stat1	Tmem258	1.853288992599465
Stat1	Ppp4r1l-ps	1.8417762695024822
Stat1	Mfng	1.8357607237776676
Stat1	Cd74	1.8264984751058073
Stat1	Rps4x	1.808831572959675
Jmjd1c	Stat1	1.8018356567803724
Stat1	Gm48054	1.7888403529800274
Stat1	Epas1	1.7735452257103146
Stat1	4930483P17Rik	1.76609630983106
Stat1	Itm2a	1.763845468582375
Stat1	Aknaos	1.7562375798484455
Stat1	Gad1os	1.752208808317426
Stat1	A330076C08Rik	1.7465536480644073
Stat1	Dcn	1.741453655620427
Stat1	Ptpro	1.7361775506762167
Stat1	Gjb1	1.726658375650163
Stat1	Tlr8	1.703158509653584
Stat1	Skp1a	1.7004941523617625
Stat1	Gm12341	1.687556477346532
Stat1	Ubtd1	1.6865000753806965
Stat1	4933400F21Rik	1.6844826596223523
Msx1	Stat1	1.683697405838597
Stat1	Gm29103	1.6827568248207092
Stat1	Hist2h3b	1.6815059291504137
Stat1	Pla2g7	1.6796259879341267
Stat1	Gm47336	1.6793987418628489
Stat1	Gm43380	1.6766355962902453
Stat1	Hk2	1.668381185715655
Stat1	Ifit1bl1	1.662680199325434
Stat1	Antxr2	1.660346901721576
Stat1	Gm47425	1.6517752991345211
Stat1	Usp18	1.6446492905183336
Stat1	Itih5	1.641141670297638
Stat1	Sept4	1.6406699767705075
Ccny	Stat1	1.6318869634790725
Stat1	Atp2a3	1.631405380639353
Stat1	Eng	1.6286649459961176
Stat1	Gm47568	1.626114796792798
Stat1	Actr5	1.6248576377916217
Stat1	Lypd2	1.622248476689535
Stat1	Hccs	1.6171080387107222
Stat1	Sspn	1.6091133852967625
Atrx	Stat1	1.605721300015318
Stat1	Ppp1r3f	1.6023685370811416
Stat1	Mki67	1.5918473250052896
Stat1	Lonp1	1.5838232115471087
Stat1	Gm48960	1.5829334303322016
Stat1	Gm47551	1.5803058983587563
Stat1	Vwa1	1.5763611512372586
Stat1	Gm33447	1.5755158066305657
Stat1	Zbtb46	1.5702410947974172
Stat1	A630035G10Rik	1.5696779380572683
Stat1	Gm16007	1.5694453171420295
Stat1	Hhex	1.5679231649541403
Pbx1	Stat1	1.5653580426592193
Stat1	Gm36899	1.5563312020229523
Stat1	Gm15448	1.5555465124165122
Stat1	Glipr1	1.555314141478615
Stat1	Dnal4	1.5483723910479252
Stat1	Ncf4	1.5432083328869417
Stat1	Gpatch11	1.5412282199836909
Stat1	Has2	1.5405493409336581
Stat1	Tepsin	1.5392315300400936
Stat1	Sst	1.533862732757235
Stat1	Lrrc8a	1.52905261920538
Stat1	Erich2	1.5234696158859444
Stat1	Gm43573	1.5162651920749664
Stat1	Id1	1.515053479336575
Stat1	Htr2a	1.5142587107536807
Stat1	Gm33027	1.5134149648052433
Stat1	1700092C17Rik	1.5127849694241604
Stat1	Smim15	1.5098238685971717
Stat1	Jcad	1.5075473282404794
Stat1	Magix	1.5054954442545
Stat1	Obox6	1.4964786560013654
