Gli3	Gli2	95.70808594813472
Gli2	Slc1a2	86.60569670649495
Gli2	Gli3	71.7799638346268
Gli2	Prex2	62.14460968317384
Gli2	St3gal4	61.72203676000317
Gli2	Gm6145	59.76052521605425
Gli2	Slc1a3	57.944218511272084
Gli2	Htra1	55.32167683881842
Gli2	Glul	54.99956568607059
Gli2	Phkg1	54.77508532452527
Gli2	Hepacam	54.18106988010154
Gli2	Paqr8	50.29279139252462
Gli2	Lama2	49.837525502784054
Gli2	Fgfr3	49.062385647531606
Gli2	Acsbg1	48.91451704897682
Gli2	Nwd1	48.695184996777066
Gli2	Gm20713	47.7254381810868
Npas3	Gli2	47.25858844331711
Gli2	Plpp3	46.494347959762166
Gli2	Rorb	46.38355314304269
Gli2	Daam2	45.73498263634205
Rora	Gli2	44.97082857949166
Gli2	Gpc5	44.87939771228075
Gli2	Rgs20	43.67393287740571
Gli2	Hif3a	43.64887449051399
Gli2	Sntb1	42.421922463432324
Gli2	Fgd6	42.315547912549206
Gli2	Gldc	40.15927524144152
Gli2	Atp13a4	39.93092279008996
Prdm16	Gli2	38.66077093571692
Gli2	Pla2g7	37.76776266331421
Gli2	Ntsr2	36.70485140083264
Gli2	F3	36.59166710564597
Gli2	Adhfe1	36.54097634836747
Gli2	Rgma	36.256731562954926
Gli2	Grm3	36.22160169664262
Gli2	Fam20a	35.7864632580592
Gli2	Plekhg1	35.54853317845858
Gli2	Clmn	35.38334590109789
Gli2	Cbs	34.33548915061463
Gli2	Myo6	33.95797727484622
Gli2	Nhsl1	33.164091538894
Gli2	Acsl3	32.46865344739935
Gli2	Appl2	32.38900929243892
Gli2	Grin2c	32.2820776101921
Gli2	Tprkb	32.23819938469254
Gli2	Msi2	32.08642113846451
Gli2	Gramd3	31.74340812205879
Gli2	D030047H15Rik	31.48264316278126
Gli2	Cldn10	31.19238618271804
Gli2	Cdh19	31.180965404884322
Gli2	9430041J12Rik	30.888144589389082
Gli2	Rfx4	30.62957024712346
Gli2	Farp1	30.153137495273103
Gli2	Ccdc190	30.125222144629184
Gli2	Slc39a12	29.954545153218653
Gli2	C030018K13Rik	29.55785291054852
Gli2	Wdr17	29.454117329385998
Gli2	4930488L21Rik	28.644520818840867
Nfia	Gli2	28.48796731333881
Gli2	Csrp1	28.3786415582118
Gli2	Atp1a2	28.047520147177966
Gli2	Slc6a11	27.868024042459837
Gli2	Sdc4	27.624548920324354
Gli2	Ndrg2	27.5707564384986
Gli2	Mertk	27.47884501691141
Gli2	Gjb6	27.3035250212396
Gli2	Eva1a	27.135895680544508
Gli2	Dbx2	27.066153743918917
Gli2	Mt1	26.62566146602816
Gli2	Rftn2	26.197466434643882
Gli2	Tsc22d3	26.075285983132858
Gli2	Slco1c1	25.971968770881876
Gli2	Aldoc	25.84078259086185
Gli2	Gja1	25.700928032275296
Gli2	Ppp1r3c	25.57516859165517
Gli2	Celrr	25.50821831429034
Gli2	Aldh1l1	25.292145955180175
Gli2	Slc25a18	25.098055524760053
Gli2	Gpam	24.997009394962436
