"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Slc6a20a",0.00048816175261313,9.81648019685899e-06,606,1497,3.91202300542815,0.693147180559945,0,3.2188758248682,25,558,655,37.9905149093964,34.9813652136026,41.0623552238525,TRUE,TRUE,TRUE,FALSE,TRUE
"Wtip",0.000236522136016571,4.70429480222087e-06,418,1132,3.2188758248682,0,0,3.2188758248682,25,378,459,26.2046786008708,23.697053854376,28.774993966028,TRUE,TRUE,TRUE,FALSE,TRUE
"Bgn",0.000473871259094965,9.26596161131161e-06,682,1559,3.87120101090789,0.693147180559945,0,3.17805383034795,24,631,734,42.7550019277365,39.5577803759556,46.0149140981798,TRUE,TRUE,TRUE,FALSE,TRUE
"Crispld2",0.000472397839241555,5.56885805589702e-06,986,1194,3.87120101090789,0.693147180559945,0,3.17805383034795,24,925,1048,61.8129500010971,57.9888222626925,65.6997683581641,TRUE,TRUE,TRUE,FALSE,TRUE
"Mcam",0.000471266991402167,6.56889520284444e-06,884,1379,3.87120101090789,0.693147180559945,0,3.17805383034795,24,826,943,55.4185068975353,51.7824510151178,59.1172533986152,TRUE,TRUE,TRUE,FALSE,TRUE
"Tbx18",0.000226139843785851,3.70556530789365e-06,380,603,3.17805383034795,0,0,3.17805383034795,24,342,419,23.8224350917007,21.4401915825306,26.2673692195331,TRUE,TRUE,TRUE,FALSE,TRUE
"Rasl12",0.000220628014365838,2.08488235500009e-06,386,657,3.13549421592915,0,0,3.13549421592915,23,348,425,24.1985788036749,21.8163352945049,26.6435129315074,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc38a11",0.000221515882574888,9.79605758535975e-07,375,256,3.13549421592915,0,0,3.13549421592915,23,338,413,23.5089819983889,21.1894291078812,25.8912255075589,TRUE,TRUE,TRUE,FALSE,TRUE
"Itga1",0.000437458442944551,1.27287398592792e-05,634,2233,3.80666248977032,0.693147180559945,0,3.11351530921037,22.5,585,684,39.7458522319428,36.6740119174866,42.8803831650613,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc19a1",0.000437876389445507,9.42952687295644e-06,614,2565,3.80666248977032,0.693147180559945,0,3.11351530921037,22.5,566,663,38.4920398586953,35.4828901629016,41.5638801731515,TRUE,TRUE,TRUE,FALSE,TRUE
"Ednra",0.000205610093307839,4.91847715123551e-06,326,1219,3.09104245335832,0,0,3.09104245335832,22,291,362,20.4371416839327,18.2429700307497,22.694003955778,TRUE,TRUE,TRUE,FALSE,TRUE
"Zak",0.00042061988318037,1.17659947433311e-05,805,2767,3.76120011569356,0.693147180559945,0,3.06805293513362,21.5,750,861,50.4659480232081,47.0179639967777,53.9766226683008,TRUE,TRUE,TRUE,FALSE,TRUE
"Adap2",0.000411694346163161,5.12674392123318e-06,597,685,3.73766961828337,0.693147180559945,0,3.04452243772342,21,550,645,37.4262993414351,34.4798402643036,40.4354490372288,TRUE,TRUE,TRUE,FALSE,TRUE
"Apold1",0.000410552706022945,1.25091757139667e-05,598,2476,3.73766961828337,0.693147180559945,0,3.04452243772342,21,551,646,37.4889899600974,34.542530882966,40.4981396558912,TRUE,TRUE,TRUE,FALSE,TRUE
