"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Cnn2",0.000234767856775337,1.43070613233889e-05,1479,2066,3.17805383034795,0.693147180559945,0,2.484906649788,12,1404,1555,23.8981290140252,22.6862563459712,25.12615998432,TRUE,TRUE,TRUE,FALSE,TRUE
"Lgals9",0.000230299017475313,5.17223640219083e-06,1483,791,3.17805383034795,0.693147180559945,0,2.484906649788,12,1408,1559,23.9627622229881,22.7508895549341,25.1907931932829,TRUE,TRUE,TRUE,FALSE,TRUE
"Bst2",0.000215611470013702,5.40798303797792e-06,1398,1211,3.13549421592915,0.693147180559945,0,2.4423470353692,11.5,1325,1472,22.5893065325269,21.4097504689543,23.7850208983402,TRUE,TRUE,TRUE,FALSE,TRUE
"Ebf1",0.000220404487972596,9.61588019135384e-06,1431,1346,3.13549421592915,0.693147180559945,0,2.4423470353692,11.5,1357,1506,23.1225305064707,21.9268161406574,24.3344031745247,TRUE,TRUE,TRUE,FALSE,TRUE
"Eogt",0.000222105021227498,8.41281093548328e-06,1466,2147,3.13549421592915,0.693147180559945,0,2.4423470353692,11.5,1391,1542,23.6880710848959,22.4761984168419,24.9161020551906,TRUE,TRUE,TRUE,FALSE,TRUE
"Ier2",0.000215418420010867,1.02370457551293e-05,1345,2503,3.13549421592915,0.693147180559945,0,2.4423470353692,11.5,1274,1417,21.7329165137687,20.5856770546776,22.8963142751006,TRUE,TRUE,TRUE,FALSE,TRUE
"Polk",0.000211231407242617,1.27678485557315e-05,1350,3424,3.09104245335832,0.693147180559945,0,2.39789527279837,11,1278,1422,21.8137080249723,20.6503102636405,22.9771057863042,TRUE,TRUE,TRUE,FALSE,TRUE
"Elk3",0.00020446986531278,6.24033531399967e-06,1264,1200,3.04452243772342,0.693147180559945,0,2.35137525716348,10.5,1195,1334,20.4240940322704,19.3091711776607,21.5551751891208,TRUE,TRUE,TRUE,FALSE,TRUE
"Rassf3",0.000199403986713678,1.35696906437762e-05,1268,3384,3.04452243772342,0.693147180559945,0,2.35137525716348,10.5,1199,1338,20.4887272412333,19.3738043866236,21.6198083980837,TRUE,TRUE,TRUE,FALSE,TRUE
"Rras",0.000198222286475786,1.09546454295441e-05,1314,2190,3.04452243772342,0.693147180559945,0,2.35137525716348,10.5,1243,1386,21.2320091443064,20.0847696852153,22.3954069056383,TRUE,TRUE,TRUE,FALSE,TRUE
"Trim56",0.000200463786833688,1.40643537049618e-05,1313,2733,3.04452243772342,0.693147180559945,0,2.35137525716348,10.5,1242,1384,21.2158508420657,20.0686113829745,22.3630903011568,TRUE,TRUE,TRUE,FALSE,TRUE
