"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"1",0.00170101417306863,1.81928571797183,0.667,0,1
"2",0.00495971481864692,1.46015297144308,0.583,0,1
"3",0.00800024164278195,1.51463619352625,0.542,0,1
"4",0.00800024164278195,1.3953599786767,0.542,0,1
"5",0.00800024164278195,1.34758340065028,0.542,0,1
"6",0.00800024164278201,1.88610831487136,0.542,0,1
"7",0.0125208744220835,1.41929877686641,0.5,0,1
"8",0.0190977411487942,1.44564579473155,0.458,0,1
"9",0.0190977411487942,1.42358561338195,0.458,0,1
"10",0.0190977411487942,1.38148089764118,0.458,0,1
"11",0.0190977411487942,1.33005288311608,0.458,0,1
"12",0.0190977411487942,1.32168911051838,0.458,0,1
"13",0.0190977411487942,1.31416427161325,0.458,0,1
"14",0.0284942305745511,1.40460869651234,0.417,0,1
"15",0.0284942305745512,1.68606704975588,0.417,0,1
"16",0.0417199454569659,1.65395434319237,0.375,0,1
"17",0.0417199454569659,1.38234967069339,0.375,0,1
"18",0.06011351809215,1.3635453538617,0.333,0,1
"19",0.0662276260097326,1.43573271889076,0.667,0.167,1
"20",0.0854639557298837,1.32288153769881,0.292,0,1
"21",0.000150571652147791,-1.26387357440236,0,0.667,1
"22",0.00169402212968276,-1.4300874875857,0,0.5,1
"23",0.00169402212968277,-1.28602565668459,0,0.5,1
"24",0.00169402212968277,-1.34577298321665,0,0.5,1
"25",0.00169402212968277,-1.38403282755084,0,0.5,1
"26",0.00392315032338585,-1.34656328602344,0.125,0.833,1
"27",0.0149510393239943,-1.26060829205184,0,0.333,1
"28",0.0149510393239943,-1.29885159682627,0,0.333,1
"29",0.0149510393239943,-1.29885159682627,0,0.333,1
"30",0.0149510393239943,-1.63622335976977,0,0.333,1
"31",0.0332696911043618,-1.29223877158953,0.042,0.5,1
"32",0.0349386193224156,-1.27490131321732,0.042,0.5,1
"33",0.0656247724999746,-1.27239202707843,0.042,0.333,1
"34",0.0656247724999749,-1.41669446425074,0.042,0.333,1
"35",0.0811593474927494,-1.3602199735566,0.083,0.5,1
"36",0.116311051743273,-1.44739710869251,0,0.167,1
"37",0.131380858324246,-1.63789424729283,0.125,0.5,1
"38",0.343028192365411,-1.30141680681078,0.042,0.167,1
"39",0.343028192365413,-1.34187634946411,0.042,0.167,1
"40",0.427956255346537,-1.50654595673341,0.125,0.333,1
