"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene"
"Pip4k2a",2.7488917518699e-19,-0.14278938261563,0.3,0.328,8.7387268791944e-15,"Pip4k2a"
"Slc4a10",2.76916630444979e-19,0.129752330575575,0.462,0.43,8.80317968184588e-15,"Slc4a10"
"D7Ertd443e",3.20510794090955e-19,-0.128453283872837,0.129,0.155,1.01890381441515e-14,"D7Ertd443e"
"Spock1",3.5630799512271e-19,0.145756920038235,0.328,0.293,1.1327031164951e-14,"Spock1"
"Ranbp3l",3.56804327140417e-19,0.167307513356499,0.043,0.029,1.13428095597939e-14,"Ranbp3l"
"Phkg1",5.52784038594373e-19,0.106228525324041,0.054,0.039,1.75730045869151e-14,"Phkg1"
"Tspan5",5.99778851064222e-19,-0.103575743841269,0.497,0.516,1.90669696753316e-14,"Tspan5"
"Anln",7.01393382451216e-19,-0.157058856725608,0.123,0.147,2.22972956281242e-14,"Anln"
"Hs3st4",9.06771816365919e-19,0.116872782327371,0.314,0.282,2.88262760422726e-14,"Hs3st4"
"Slc4a4",9.20851277094374e-19,0.141375750000382,0.305,0.274,2.92738620988302e-14,"Slc4a4"
"Gm29683",1.35396663209096e-18,0.101148346265266,0.04,0.027,4.30425992341715e-14,"Gm29683"
"Cpm",1.72730542813457e-18,-0.157158990412843,0.053,0.07,5.4911039560398e-14,"Cpm"
"4930555F03Rik",3.10994532733185e-18,0.13620381854049,0.091,0.071,9.88651619558796e-14,"4930555F03Rik"
"Adamtsl1",3.40216278374281e-18,-0.152925591135264,0.202,0.229,1.08154754895184e-13,"Adamtsl1"
"Aatk",4.94431652662474e-18,-0.16863797756799,0.183,0.209,1.571798223814e-13,"Aatk"
"Stxbp6",6.92096831867281e-18,-0.14163148629772,0.337,0.361,2.20017582850609e-13,"Stxbp6"
"Slc44a1",1.70180623494475e-17,-0.133635639716648,0.423,0.444,5.41004202088936e-13,"Slc44a1"
"Vmp1",1.99296809057023e-17,-0.175430957647865,0.402,0.423,6.33564555992276e-13,"Vmp1"
"Ypel2",2.05486168229434e-17,-0.189871230496691,0.241,0.265,6.5324052880137e-13,"Ypel2"
"Clstn2",3.13671000155899e-17,0.114843268785076,0.515,0.493,9.97160109495601e-13,"Clstn2"
"Pacs2",3.35413156457283e-17,-0.137770472750264,0.104,0.125,1.0662784243777e-12,"Pacs2"
"Otx2os1",4.6371416434783e-17,0.202015655703501,0.017,0.009,1.47414732846175e-12,"Otx2os1"
"Apod",7.65329490882234e-17,-0.153705567075069,0.151,0.174,2.43298245151462e-12,"Apod"
"A230001M10Rik",8.39223173486682e-17,-0.134119640004731,0.066,0.084,2.66789046851416e-12,"A230001M10Rik"
"Phka1",1.15308309341698e-16,0.111094673340785,0.105,0.085,3.66565115397259e-12,"Phka1"
"Sytl2",1.2952344700501e-16,-0.195417234483222,0.091,0.11,4.11755038028926e-12,"Sytl2"
"Cdk19",2.00198083907168e-16,-0.162169384615857,0.281,0.305,6.36429708740886e-12,"Cdk19"
"Unc5d",2.59572939869422e-16,0.121031795451239,0.286,0.256,8.25182375844894e-12,"Unc5d"
"Slit2",3.79431785727909e-16,0.100147384079181,0.181,0.155,1.20621364682902e-11,"Slit2"
"Il33",4.06524798665411e-16,-0.146368203368447,0.092,0.113,1.29234233495734e-11,"Il33"
"Anxa3",7.11134416236658e-16,0.127900447941149,0.049,0.036,2.26069630921634e-11,"Anxa3"
"Etl4",1.31425177993985e-15,0.103746536166402,0.368,0.337,4.17800640842879e-11,"Etl4"
"Erbin",1.32697206446756e-15,-0.16974712496339,0.22,0.243,4.21844419294239e-11,"Erbin"
"Gm36855",1.48720286659505e-15,-0.113747374123759,0.033,0.046,4.72781791290568e-11,"Gm36855"
"Gab1",1.56806065880761e-15,-0.123867813471099,0.13,0.152,4.98486483434939e-11,"Gab1"
"Gjc3",1.69925384768916e-15,-0.105349512593795,0.126,0.149,5.40192798180383e-11,"Gjc3"
"Daam2",2.32968546587449e-15,-0.168335310940579,0.128,0.149,7.406070096015e-11,"Daam2"
"Gm10863",2.38856481856782e-15,-0.109511278929812,0.034,0.047,7.59324755822711e-11,"Gm10863"
"Galnt6",2.88848966157199e-15,-0.109043818516702,0.025,0.037,9.18250863413735e-11,"Galnt6"
"Nhsl2",3.35497873638484e-15,0.113362781739258,0.247,0.219,1.06654774029674e-10,"Nhsl2"
"Ermn",4.03932858159726e-15,-0.130800589025617,0.06,0.076,1.28410255608977e-10,"Ermn"
"Pik3c2b",4.54983852570825e-15,-0.13684153274527,0.096,0.115,1.44639366732265e-10,"Pik3c2b"
"Fmn1",6.00749647184884e-15,-0.10163065138459,0.242,0.266,1.90978312840075e-10,"Fmn1"
"Ephb1",8.17380102975715e-15,-0.188545237518196,0.176,0.197,2.5984513473598e-10,"Ephb1"
"Dpysl2",8.72420678296804e-15,-0.122368117956874,0.377,0.398,2.77342533630554e-10,"Dpysl2"
"Myo1d",1.36495535948358e-14,-0.191265048981788,0.19,0.21,4.33919308779831e-10,"Myo1d"
"Ttyh1",1.54782190989304e-14,0.102731507424577,0.225,0.199,4.92052585154999e-10,"Ttyh1"
"Glis3",1.68995393494017e-14,0.120282123081086,0.238,0.213,5.37236355917479e-10,"Glis3"
"Spock3",2.64052372172013e-14,-0.154736795981566,0.344,0.366,8.39422491134831e-10,"Spock3"
"Chd7",2.65891768019193e-14,-0.126314685689089,0.164,0.187,8.45269930533015e-10,"Chd7"
"Samd4",3.4162745690844e-14,-0.170820805183371,0.125,0.144,1.08603368551193e-09,"Samd4"
"Foxn3",4.71322782713889e-14,-0.10050516479826,0.462,0.483,1.49833512624745e-09,"Foxn3"
"7630403G23Rik",9.01197810289473e-14,-0.123658816292988,0.035,0.047,2.86490783891023e-09,"7630403G23Rik"
"Pstpip2",9.65039228000424e-14,-0.191154473881331,0.135,0.154,3.06785970581335e-09,"Pstpip2"
"Nkain1",1.15917616694016e-13,-0.150765913986618,0.073,0.089,3.68502103470276e-09,"Nkain1"
"Scd2",1.35229208665806e-13,-0.145693042245383,0.221,0.244,4.29893654348596e-09,"Scd2"
"Rftn1",1.66428586072357e-13,-0.14384433380102,0.113,0.131,5.29076475124022e-09,"Rftn1"
"C330002G04Rik",2.65477424253559e-13,0.102515976875789,0.069,0.055,8.43952731702065e-09,"C330002G04Rik"
"Sox2ot",2.73537960654918e-13,-0.117980142784364,0.274,0.298,8.69577176921985e-09,"Sox2ot"
"Thsd7b",4.24060464808333e-13,0.104834843265303,0.257,0.232,1.34808821762569e-08,"Thsd7b"
"Gm20713",5.26114603136146e-13,0.156078059625146,0.119,0.101,1.67251832336981e-08,"Gm20713"
"Synj2",6.18158840302283e-13,-0.11907252482852,0.115,0.134,1.96512695332096e-08,"Synj2"
"Alcam",7.49731464411382e-13,0.116889101842292,0.36,0.333,2.38339632536378e-08,"Alcam"
"Grm3",1.40098642547397e-12,-0.182862757942803,0.331,0.349,4.45373584658174e-08,"Grm3"
"Gnao1",1.84763383506335e-12,-0.109847768447934,0.494,0.51,5.87362796166639e-08,"Gnao1"
"Slc13a1",2.79290744789698e-12,-0.140024823664667,0.038,0.05,8.87865277686451e-08,"Slc13a1"
"Pkp4",3.10028153386901e-12,-0.113256349790276,0.447,0.465,9.85579499616957e-08,"Pkp4"
"Ccp110",3.32751401450691e-12,-0.108797423881248,0.065,0.08,1.05781670521175e-07,"Ccp110"
"Zswim6",5.50516106538282e-12,-0.114096473077126,0.365,0.385,1.7500907026852e-07,"Zswim6"
"Pak7",1.27994389838096e-11,-0.165242092742821,0.439,0.455,4.06894165295308e-07,"Pak7"
"Sept7",1.84204986454442e-11,-0.135124542349605,0.351,0.37,5.8558765193867e-07,"Sept7"
"Pcsk1n",1.95953481080994e-11,-0.100033004731323,0.286,0.306,6.22936116356481e-07,"Pcsk1n"
