"","diff","lwr","upr","p adj"
"APPPS1-WT",0.0899171043020591,-0.0131913868017637,0.193025595405882,0.0816592890148757
"APPPS1.il12b-/--WT",-0.0197611213186117,-0.122869612422434,0.083347369785211,0.831376444510014
"APPPS1.il12b-/--APPPS1",-0.109678225620671,-0.212786716724493,-0.00656973451684803,0.0393867697387998
