"","diff","lwr","upr","p adj"
"APPPS1-WT",-0.0024538920015461,-0.00557843324308553,0.00067064923999333,0.114536380162653
"APPPS1.il12b-/--WT",0.00104317426723375,-0.00208136697430568,0.00416771550877318,0.589869217545699
"APPPS1.il12b-/--APPPS1",0.00349706626877985,0.000372525027240419,0.00662160751031928,0.0321121594900892
