"","diff","lwr","upr","p adj"
"AD-Ctrl",0.0450311446820861,0.00103960258360235,0.0890226867805698,0.0457426944052346
"ADp40KO-Ctrl",0.0546376016349058,0.0106460595364221,0.0986291437333895,0.0207126074529963
"ADp40KO-AD",0.0096064569528197,-0.034385085145664,0.0535979990513034,0.788548822470648
