"","diff","lwr","upr","p adj"
"APPPS1-WT",-0.0492613179779531,-0.0733102310269254,-0.0252124049289809,0.0018336057033157
"APPPS1.il12b-/--WT",-3.13887220669551e-05,-0.0240803017710392,0.0240175243269053,0.999991157950507
"APPPS1.il12b-/--APPPS1",0.0492299292558862,0.0251810162069139,0.0732788423048584,0.00183976112112105
