"","diff","lwr","upr","p adj"
"APPPS1-WT",-0.024653547703741,-0.111079524446352,0.0617724290388696,0.674049469477527
"APPPS1.il12b-/--WT",-0.000567212902457537,-0.0869931896450681,0.085858763840153,0.999776469111343
"APPPS1.il12b-/--APPPS1",0.0240863348012835,-0.0623396419413271,0.110512311543894,0.685492003156914
