"","celltype","Df","sum_sq","mean_sq","f_value","p_value"
"1","Neurons",2,0.020504900737135,0.0102524503685675,6.05251613024645,0.0363961831799807
"2","Astrocytes",2,0.000649344195151852,0.000324672097575926,3.78364834281744,0.0864915708462971
"3","Microglia",2,0.0019757093422813,0.000987854671140649,83.238559595671,4.2097788504935e-05
"4","Oligo",2,0.00485026436871644,0.00242513218435822,26.3173195498973,0.00107149705567595
"5","OPC",2,1.93392709953084e-05,9.66963549765419e-06,6.21633947636911,0.0344896172176796
"6","Vascular",2,0.00127139176655307,0.000635695883276536,7.18217412972294,0.0255765642655803
"7","Rest",2,0.00118827066901687,0.000594135334508435,0.499222247926102,0.63015760717373
