"","diff","lwr","upr","p adj"
"APPPS1-WT",-0.0291123657301091,-0.0526815909146021,-0.00554314054561606,0.0212126309438649
"APPPS1.il12b-/--WT",-0.0143359455525606,-0.0379051707370536,0.00923327963193246,0.228201061399581
"APPPS1.il12b-/--APPPS1",0.0147764201775485,-0.0087928050069445,0.0383456453620415,0.212416129412205
