"","diff","lwr","upr","p adj"
"APPPS1-WT",-0.0164379410722802,-0.0396447631141776,0.00676888096961707,0.154862939732832
"APPPS1.il12b-/--WT",0.00282719022469019,-0.0203796318172071,0.0260340122665875,0.926786519028164
"APPPS1.il12b-/--APPPS1",0.0192651312969704,-0.00394169074492688,0.0424719533388678,0.0961339247907615
