"","gene","-log10(p-value)","logFC_DAM","logFC_DroNc","FDR_DroNc"
"419","Gpr137c","7.8213860000000004",4.13434153366628,0.415280970493072,4.39123383834183e-23
"420","Matn4","7.8213860000000004",4.50534093751375,NA,NA
"421","Slc25a47","7.8213860000000004",5.08274043100794,NA,NA
"422","Rpl17-ps5","7.8043500000000003",0.762192806488339,NA,NA
"423","Scarb1","7.8014859999999997",0.977847486625586,0.403841390304723,3.81538861011831e-17
"424","Cd72","7.7894069999999997",2.97952898933376,NA,NA
"425","Gm14059","7.7888169999999999",1.88068560923835,NA,NA
"426","Rpl28-ps3","7.7864269999999998",0.559039749618311,NA,NA
"427","Uqcr11","7.7572660000000004",0.986116056949609,NA,NA
"428","Adcy3","7.7516879999999997",2.2551935815153,NA,NA
"429","Leprel2","7.7430709999999996",1.53633434781287,NA,NA
"430","Glipr1","7.727036",1.7500132418389,NA,NA
"431","Cox7a2l","7.7057529999999996",0.719619451039772,NA,NA
"432","Eef1g","7.6947609999999997",0.636384063650748,NA,NA
"433","Atp6v1f","7.6821910000000004",0.887915511694315,NA,NA
"434","Fgl2","7.6739300000000004",0.780881249146279,NA,NA
"435","Naca","7.670153",0.430487346872502,NA,NA
"436","Gng5","7.6565940000000001",0.80736067820564,NA,NA
"437","Rpl15-ps1","7.6513499999999999",0.842714049921851,NA,NA
"438","Ftl1","7.6017340000000004",0.973993089939039,NA,NA
"439","H2-Ab1","7.5743349999999996",0.868710438083941,NA,NA
"440","Fblim1","7.5540310000000002",1.33877893183996,0.380465367714967,1.0561414744662e-14
"441","Gm3362","7.5403960000000003",0.982059365583943,NA,NA
"442","Prr5l","7.5156900000000002",1.89641602295234,0.305746985974062,4.15287073206381e-13
"443","Rpl37-ps1","7.5059940000000003",1.72760767021751,NA,NA
"444","Gm17511","7.5054280000000002",1.26328714442173,NA,NA
"445","Gm7206","7.4956389999999997",0.887045121362404,NA,NA
"446","Gm8618","7.4585600000000003",2.02958637467273,NA,NA
"447","Gm6023","7.4377170000000001",0.719585817802972,NA,NA
"448","Gm8430","7.4047280000000004",1.04025778964446,NA,NA
"449","Adarb1","7.3881370000000004",1.62988785252056,0.865948838235336,1.55579776291346e-66
"450","Taf10","7.3695240000000002",0.756794300746571,NA,NA
"451","Rpl8","7.3646409999999998",0.32446218002679,NA,NA
"452","Tmem176a","7.3396039999999996",0.743339423678737,NA,NA
"453","Rpl28-ps1","7.2676590000000001",0.940753497218517,NA,NA
"454","Pigyl","7.2519780000000003",1.13360936178412,NA,NA
"455","Soat1","7.2318069999999999",0.997975807761565,0.470850233595362,3.31424912241933e-19
"456","Slc2a1","7.1642720000000004",0.640829529358927,0.398704925780259,1.43005036631887e-18
"457","Gm16020","7.1455510000000002",1.35318743813321,NA,NA
"458","Rpl21-ps9","7.1173570000000002",1.70887663891515,NA,NA
"459","Cd200r4","7.1117379999999999",4.13286584272878,NA,NA
"460","Il3ra","7.1069449999999996",3.6394964091065,NA,NA
"461","Rpl19-ps7","7.1011360000000003",0.911003221903653,NA,NA
"462","Prkg1",NA,NA,1.90166444174233,0
"463","Cacna1a",NA,NA,2.04441789058532,0
"464","Ctnna3",NA,NA,1.96908263124858,0
"465","Fgf13",NA,NA,2.13000008652755,0
"466","Gm15155",NA,NA,1.85199347605189,0
"467","Olfr111",NA,NA,2.13432063346171,0
"468","Xylt1",NA,NA,1.70747646390663,3.06190644857049e-275
"469","Arhgap24",NA,NA,1.46536745819364,6.39784279595373e-253
"470","Gm20663",NA,NA,1.35332543944261,1.31045972991502e-188
"471","Fnip2",NA,NA,1.24124575227869,1.49487068312321e-182
"472","Gm15283",NA,NA,1.36691311247698,2.81991803491071e-176
"473","Plxdc2",NA,NA,0.66361955708355,1.02686739255919e-163
"474","Rassf3",NA,NA,1.1946155158775,2.83339263243089e-149
"475","Gm26714",NA,NA,1.22993172366943,2.53413387217414e-143
"476","Bcl2",NA,NA,1.22606635500346,6.36290940123035e-137
"477","Cacnb4",NA,NA,1.20976607355702,1.20826088443185e-133
"478","Cpeb2",NA,NA,1.09753991931326,3.65704152832115e-114
"479","Tgfbr2",NA,NA,0.888429443552723,6.4865043627817e-114
"480","Otulin",NA,NA,1.0809566876333,7.2314459125975e-112
"481","Hdac9",NA,NA,0.890406575760331,6.059002625005e-102
"482","Trps1",NA,NA,1.05821863536594,4.7367864943298e-101
"483","Akt3",NA,NA,0.846750042959367,2.42381710438423e-87
"484","Gm8995",NA,NA,0.981561175825537,1.34973251373764e-85
"485","Gcnt2",NA,NA,0.95703767683252,9.88894785683021e-83
"486","Gng12",NA,NA,0.935836833949838,1.5602941558105e-82
"487","Apobec1",NA,NA,0.899808479204772,2.43024110280153e-80
"488","Rai14",NA,NA,0.817028749052365,2.43024110280153e-80
"489","Prickle1",NA,NA,0.892074479165222,2.55028348397517e-76
"490","Lrmda",NA,NA,0.556706528145942,2.34567670229259e-72
"491","Arid5b",NA,NA,0.827378995157875,3.85998266894369e-71
"492","Myo1f",NA,NA,0.68840615298043,8.93216437880273e-71
"493","C030034L19Rik",NA,NA,0.821541269446361,2.13162021941685e-69
"494","F630206G17Rik",NA,NA,0.832770346208703,2.15193358717282e-69
"495","Gm37168",NA,NA,0.798398181826424,3.89874035579581e-69
"496","Cd300lf",NA,NA,0.760334288758815,2.60440586130047e-68
"497","Dgkz",NA,NA,0.837013396942776,1.85826395028651e-67
"498","Mitf",NA,NA,0.705353541248043,2.35598697338789e-66
"499","AU020206",NA,NA,0.785082319838375,4.94362453677806e-64
"500","Bcar3",NA,NA,0.678035638533232,4.65416915834009e-63
"501","Ptprc",NA,NA,0.69966348188171,8.25208523140455e-63
"502","Lrrtm3",NA,NA,0.742572157226197,5.96904065646835e-62
"503","Alcam",NA,NA,0.813757012772993,2.55124380327651e-61
"504","Anapc15",NA,NA,0.80562514598445,4.27880173169522e-61
"505","Plekhm2",NA,NA,0.781681341816189,1.20438374924858e-59
"506","Acer3",NA,NA,0.676993959309332,4.64705178803144e-59
"507","Klhl6",NA,NA,0.814486085414484,1.27634411161962e-58
"508","Osbpl8",NA,NA,0.749458560334425,4.92498329575392e-58
"509","Olfr110",NA,NA,0.672917688568466,6.00289003642968e-56
"510","Asph",NA,NA,0.662144237776298,2.83561011771183e-55
"511","Abcd2",NA,NA,0.747154716957879,1.47870370275951e-53
"512","Dgkd",NA,NA,0.674132385731483,1.72310474547153e-52
"513","Cd274",NA,NA,0.689477472337988,4.78690692029202e-51
"514","Gab3",NA,NA,0.75338064525926,5.74153573185436e-51
"515","Fmn1",NA,NA,0.741513562416335,7.9243479617994e-50
"516","Efr3b",NA,NA,0.659167304102319,1.51267787007148e-49
"517","Ifi207",NA,NA,0.597591476589067,2.08391174560544e-49
"518","Actr3b",NA,NA,0.688711607689714,6.18310858610248e-49
"519","Arap2",NA,NA,0.723236804479814,2.10487527875167e-48
"520","Cd244a",NA,NA,0.650667948200203,3.59604811284857e-48
"521","Rttn",NA,NA,0.736440415396504,3.68845974523056e-48
"522","Neat1",NA,NA,0.740103686973809,4.66184821600768e-48
"523","Arhgap26.1",NA,NA,0.689527451140896,1.19538017270876e-47
"524","Rab7b",NA,NA,0.498839146252679,1.7776904739524e-47
"525","Asap1",NA,NA,0.541141242223801,2.2490727743848e-47
"526","Cdk14",NA,NA,0.629084826771421,3.98206695747065e-47
"527","Man1c1",NA,NA,0.644027951806582,7.18816012747666e-47
"528","Pacsin1",NA,NA,0.722549270686662,1.75364827097132e-46
"529","Gm13391",NA,NA,0.518991503538536,7.8593826024533e-46
"530","Slc25a25",NA,NA,0.718555220907882,1.27874166851231e-45
"531","Lyst",NA,NA,0.673106372222613,1.24592421268927e-44
"532","March3",NA,NA,0.711527021486494,3.21902173093025e-44
"533","Efna5",NA,NA,0.610628227016361,7.63104206453844e-44
"534","Plek",NA,NA,0.641417602736178,8.77281413698022e-43
"535","Tec",NA,NA,0.665212747053908,2.52622430571554e-42
"536","Eepd1",NA,NA,0.66947026338777,7.89933108443913e-42
"537","St6gal1",NA,NA,0.62536373661972,3.15157829941705e-41
"538","Socs6",NA,NA,0.672071561697841,8.24814139676297e-41
"539","Oasl2",NA,NA,0.584595344891531,1.35944488631322e-40
"540","Kynu",NA,NA,0.523828276516877,2.8632686128937e-40
"541","Ddx31",NA,NA,0.666221779739071,8.46480653386052e-40
"542","Tent5c",NA,NA,0.667745524974171,3.79726548990274e-39
"543","A430093F15Rik",NA,NA,0.409583946276299,4.78007047896584e-39
"544","Fam219a",NA,NA,0.654381959129674,5.71524392046148e-39
"545","Pvt1",NA,NA,0.555886586326201,1.99669123854563e-38
"546","Olfr112",NA,NA,0.440320092481863,1.45841296900945e-37
"547","Gm16183",NA,NA,0.498418304665305,2.01403910909538e-37
"548","Osbpl3",NA,NA,0.611779190352896,2.29339494704155e-37
"549","Cers6",NA,NA,0.651121774463475,2.38241085959553e-37
"550","Gm2682",NA,NA,0.374745521250923,3.39845270751513e-37
"551","Rasgrp3",NA,NA,0.527321074821334,3.47255552639514e-37
"552","Gab2",NA,NA,0.429428150960415,1.50776135310238e-35
"553","Samsn1",NA,NA,0.59245703688508,2.4712642633363e-34
"554","Pkib",NA,NA,0.584895000755051,3.49574854218436e-34
"555","P2rx4",NA,NA,0.61537180808656,3.50544137656537e-34
"556","Sipa1l2",NA,NA,0.539050974255042,3.86643872223679e-34
"557","Abcb1b",NA,NA,0.621668023789766,4.98755973439387e-34
"558","Skap1",NA,NA,0.370936469587048,1.59950539477127e-33
"559","Aopep",NA,NA,0.577526481352352,5.47720157440041e-33
"560","Mdfic",NA,NA,0.496836986138118,2.32361471773615e-32
"561","Slfn5",NA,NA,0.421479794051169,5.69287972864469e-32
"562","Creb5",NA,NA,0.499533374154794,5.91756297879731e-32
"563","Hacd2",NA,NA,0.600297035624445,6.98036477195233e-32
"564","Abhd12",NA,NA,0.466685501915039,1.6289115632515e-31
"565","Plekha1",NA,NA,0.583829008048933,3.77597728633708e-31
"566","Minar1",NA,NA,0.445118560161542,4.11666320046821e-31
"567","Zfp704",NA,NA,0.596877273139657,5.65770479241626e-31
"568","Satb2",NA,NA,0.511043542399552,7.49016737789957e-31
"569","Slc38a6",NA,NA,0.590055683943775,2.11003043321697e-30
"570","Cpq",NA,NA,0.568881739312412,6.13611911773899e-30
"571","A930007I19Rik",NA,NA,0.514167736501205,8.0629313719783e-30
"572","Gnptab",NA,NA,0.552778719727786,1.24271739005605e-29
"573","Clint1",NA,NA,0.503057294374428,1.40014892143233e-29
"574","Lrguk",NA,NA,0.431972142579785,3.52582024615834e-29
"575","Mthfs",NA,NA,0.538704231622165,4.03736769039515e-29
"576","Peli2",NA,NA,0.538305244209819,4.26081379671422e-29
"577","Myo9b",NA,NA,0.560461799467458,1.75599163306424e-28
"578","Rnf144b",NA,NA,0.564355451380276,3.43387801691669e-28
"579","St8sia4",NA,NA,0.54510675807404,3.58058891957342e-28
"580","Plpp1",NA,NA,0.558971004350549,9.19821950387191e-28
"581","Sh3bp2",NA,NA,0.562149237496267,1.07479556948411e-27
"582","Dab2",NA,NA,0.486779478114655,3.28652766599103e-27
"583","4930479D17Rik",NA,NA,0.466628432637492,7.11346630269344e-27
"584","2210408F21Rik",NA,NA,0.553519032147121,1.45921026935988e-26
"585","Ldlr",NA,NA,0.409198382767892,2.02649338197052e-26
"586","Prkch",NA,NA,0.536261970758649,7.84886518571072e-26
"587","Lamp2",NA,NA,0.493542965341847,8.67192769716412e-26
"588","Sox5",NA,NA,0.449339092557744,1.19625183823465e-25
"589","Tbc1d1",NA,NA,0.538452533964256,1.51717625415908e-25
"590","Gm13919",NA,NA,0.3409778333094,1.61706921152978e-25
"591","Fgf1",NA,NA,0.428767752005969,1.67828427368926e-25
"592","Fbn2",NA,NA,0.374317701917071,3.32790478899889e-25
"593","Lrrc8d",NA,NA,0.501410218130077,1.18814645649243e-24
"594","Clip1",NA,NA,0.515565674687747,2.57332396618983e-24
"595","Esrrg",NA,NA,0.487133239209044,4.21298415291899e-24
"596","Tecpr1",NA,NA,0.50389575634307,9.77341393729408e-24
"597","Dna2",NA,NA,0.389857019699531,1.36856155767787e-23
"598","Cd180",NA,NA,0.47502585570261,2.70623038162089e-23
"599","Nlrc5",NA,NA,0.430055000589978,3.30062397516601e-23
"600","Fgfr2",NA,NA,0.42602928827272,3.65080153499874e-23
"601","Nrp2",NA,NA,0.51404026658324,5.61617532414729e-23
"602","Fam214a",NA,NA,0.49898782741835,7.11701889649713e-23
"603","Hip1",NA,NA,0.477363118732489,7.75693590288038e-23
"604","Snx30",NA,NA,0.492786453406946,8.92070840554091e-23
"605","Tbc1d4",NA,NA,0.513310544488861,1.04008567292879e-22
"606","Ppard",NA,NA,0.508324331460613,1.22309841442089e-22
"607","Bcl2l1",NA,NA,0.488565688372384,1.34994481253221e-22
"608","Synj2",NA,NA,0.422545398150017,7.10242352073293e-22
"609","Masp1",NA,NA,0.359727585832768,8.05275747249882e-22
"610","Anxa2",NA,NA,0.300659703576188,1.50830297820372e-21
"611","Zbtb16",NA,NA,0.438234077885075,2.12409721598622e-21
"612","Dtnbp1",NA,NA,0.491545913458975,2.57925290712661e-21
"613","Trerf1",NA,NA,0.401261900275831,3.63435236535417e-21
"614","Gm20721",NA,NA,0.439611410137676,5.16058510347581e-21
"615","Arnt2",NA,NA,0.406652475300778,5.87626795041686e-21
"616","Oxct1",NA,NA,0.43145524360126,7.1236297564215e-21
"617","Phip",NA,NA,0.437806853373017,9.61107901939738e-21
"618","Pnpla7",NA,NA,0.399973742968181,1.23389559603351e-20
"619","Fgr",NA,NA,0.394425162163843,1.68882418444198e-20
"620","Lncpint",NA,NA,0.429378200679056,1.722171441804e-20
"621","Snx24",NA,NA,0.406544006225463,2.37712119518556e-20
"622","Atxn10",NA,NA,0.456379981270523,3.40806622266416e-20
"623","Cd48",NA,NA,0.469729094445663,4.69937549341361e-20
"624","Gnaq",NA,NA,0.356288478840943,9.62493624090795e-20
"625","Dpy19l4",NA,NA,0.444325302657784,1.74737832410093e-19
"626","Gm49969",NA,NA,0.346968587783156,2.82674257685061e-19
"627","Nfe2l2",NA,NA,0.452400674851903,4.12865078091769e-19
"628","Ralgapa2",NA,NA,0.469153401572294,5.93222028970594e-19
"629","Fyn",NA,NA,0.454629268704286,7.24547692509429e-19
"630","Tmcc3",NA,NA,0.292638158466353,7.50022143362684e-19
"631","Susd6",NA,NA,0.429633738915081,1.31315312788773e-18
"632","Pdgfc",NA,NA,0.307704799438642,2.00278275248585e-18
"633","Rell1",NA,NA,0.348450044037008,2.17630387094738e-18
"634","Atp6v1b2",NA,NA,0.456097533479013,2.83840516007305e-18
"635","Eya4",NA,NA,0.454740757399274,3.55326349110554e-18
"636","Abr",NA,NA,0.415043806294628,4.3331515629576e-18
"637","4931406P16Rik",NA,NA,0.459848850895924,4.70535461678415e-18
"638","Arhgap17",NA,NA,0.386462126226691,4.72298525981167e-18
"639","Csf3r",NA,NA,0.344273871652821,1.42970821598216e-17
"640","Cytip",NA,NA,0.255520151477068,3.42221877520271e-17
"641","Nav1",NA,NA,0.447504301390079,3.81380678788848e-17
"642","Tbxas1",NA,NA,0.351455936458463,5.24583505033326e-17
"643","3110082I17Rik",NA,NA,0.41685248459015,5.58604752561921e-17
"644","Hectd2os",NA,NA,0.308102309972561,6.07910266659066e-17
"645","Mfhas1",NA,NA,0.439839404738078,6.66138587459272e-17
"646","Kcnq1ot1",NA,NA,0.429393260581846,6.81850909902266e-17
"647","Mef2d",NA,NA,0.431022590084423,9.4098840739977e-17
"648","Lonrf3",NA,NA,0.420028026549519,1.56851137262392e-16
"649","Ranbp9",NA,NA,0.413119352247156,1.68257785804123e-16
"650","Cdkal1",NA,NA,0.405225396166724,1.92099890497845e-16
"651","Nedd9",NA,NA,0.320523230046382,2.6792293509471e-16
"652","Tlk1",NA,NA,0.430493546908119,2.78288647204721e-16
"653","Tmem184b",NA,NA,0.430779502518937,3.74607182138477e-16
"654","Slc3a2",NA,NA,0.425731903047754,3.74893606578274e-16
"655","Adap1",NA,NA,0.40124683770606,3.79199079573204e-16
"656","Znrf3",NA,NA,0.427747117968549,4.77540008379707e-16
"657","Txndc16",NA,NA,0.421446867456383,5.00876287167351e-16
"658","Fcgr2b",NA,NA,0.427129883091334,5.84854394971995e-16
"659","Rnf150",NA,NA,0.431464509268043,7.78629781803211e-16
"660","Rab37",NA,NA,0.263876612869941,8.91698607826626e-16
"661","Slc15a3",NA,NA,0.400327885391554,1.01284778902642e-15
"662","Fnip1",NA,NA,0.384354479216108,1.05775381252306e-15
"663","Alpk1",NA,NA,0.40865826948313,1.74449645860111e-15
"664","Srpk2",NA,NA,0.400345132495562,1.7515124295728e-15
"665","Slc23a2",NA,NA,0.418739817625924,1.89517798694277e-15
"666","Antxr2",NA,NA,0.250362640431223,2.2836529357764e-15
"667","0610043K17Rik",NA,NA,0.356672855261003,4.93891187677788e-15
"668","Cux1",NA,NA,0.340048579824427,5.40251750697366e-15
"669","Cdk19",NA,NA,0.362402893263089,5.88409112406713e-15
"670","Coro1c",NA,NA,0.400099783003635,7.56484988273066e-15
"671","Nol4l",NA,NA,0.414002051269472,8.63163313032565e-15
"672","Atp10a",NA,NA,0.296216688461167,8.84794411746593e-15
"673","Atp8a1",NA,NA,0.330259862462954,1.29627823349441e-14
"674","Bhlhe41",NA,NA,0.407368660446951,1.57473018585705e-14
"675","Lrmp",NA,NA,0.415088679005594,1.68007593016451e-14
"676","Eml4",NA,NA,0.356688299746016,2.14548866645913e-14
"677","Clic4",NA,NA,0.32572452173841,2.19949384394321e-14
"678","Plekhm3",NA,NA,0.383339277800422,2.22017053874643e-14
"679","Arhgap25",NA,NA,0.385549467218582,2.25581326699889e-14
"680","Cdk6",NA,NA,0.378150574986673,2.3399247263791e-14
"681","Iqgap1",NA,NA,0.320510250111587,3.2788383013091e-14
"682","Daam1",NA,NA,0.402522347474204,3.83040999092916e-14
"683","5033421B08Rik",NA,NA,0.335997284254468,4.80900111613931e-14
"684","Plgrkt",NA,NA,0.356161828732797,4.90350484716117e-14
"685","Pfkl",NA,NA,0.381819396787096,5.25156131865336e-14
"686","Gpd2",NA,NA,0.330143645231916,9.35401062194304e-14
"687","Milr1",NA,NA,0.288654642314251,1.29795413071339e-13
"688","Akap10",NA,NA,0.363401144310858,2.84100949829119e-13
"689","Cacna1d",NA,NA,0.345630682291575,2.85608382160911e-13
"690","Ppm1h",NA,NA,0.305356917238061,3.41642174197464e-13
"691","Ankrd12",NA,NA,0.357738006768078,3.62124010714219e-13
"692","Optn",NA,NA,0.268962305313963,3.82122238229353e-13
"693","Fam129a",NA,NA,0.386144653991796,4.03463131835243e-13
"694","Nsmce2",NA,NA,0.365733007010222,7.58846953840361e-13
"695","AY512915",NA,NA,0.337201922309119,7.69754552590369e-13
"696","Dhx32",NA,NA,0.367269003827387,8.08266820685385e-13
"697","Klhl24",NA,NA,0.374995456861168,9.69965761408728e-13
"698","Ifi204",NA,NA,0.308054732926924,9.75429924361001e-13
"699","Slc12a2",NA,NA,0.381394319767092,9.8086889187875e-13
"700","Snx8",NA,NA,0.365777934478595,9.89667475078263e-13
"701","Sp100",NA,NA,0.374214400458955,1.06933042854804e-12
"702","Sgms1",NA,NA,0.367567329119416,1.06947444095464e-12
"703","Slc25a13",NA,NA,0.316577699940883,1.36140375542945e-12
"704","Spred2",NA,NA,0.377969337472065,2.07542965281699e-12
"705","Itga5",NA,NA,0.304855849635436,4.09384239146906e-12
"706","Card11",NA,NA,0.314729454362219,4.44140441214408e-12
"707","Zfand2a",NA,NA,0.277098089675605,6.30606493301316e-12
"708","Cep78",NA,NA,0.348000279550966,6.44998940890684e-12
"709","Ptpra",NA,NA,0.326590802855551,7.40281327827616e-12
"710","Skap2",NA,NA,0.296696532455239,9.1678231458001e-12
"711","Dusp3",NA,NA,0.362072929473028,1.13936770834295e-11
"712","Aig1",NA,NA,0.365575598966469,1.30291254881528e-11
"713","Usp18",NA,NA,0.285871681597434,1.45127270650322e-11
"714","Kpna4",NA,NA,0.322060735970315,2.16083792670187e-11
"715","Pkp4",NA,NA,0.358131503413437,2.27888337817341e-11
"716","Chn2",NA,NA,0.273274868051189,2.29749339320119e-11
"717","Arhgap15",NA,NA,0.357799586178539,2.45382074029223e-11
"718","Dock6",NA,NA,0.269262820270912,2.72154278306245e-11
"719","Col25a1",NA,NA,0.31265764087198,4.27047958672144e-11
"720","Wwox",NA,NA,0.313500800397299,4.71966523316379e-11
"721","Mapkapk2",NA,NA,0.340834753580918,5.19089422874024e-11
"722","Rusc2",NA,NA,0.332535037224018,5.25952748082888e-11
"723","4933432I03Rik",NA,NA,0.253007621709084,5.79395132491339e-11
"724","Ercc6",NA,NA,0.299190700494062,6.56206247521257e-11
"725","AU022793",NA,NA,0.251272043876215,7.03345990842083e-11
"726","Runx1",NA,NA,0.262310795190335,1.09437865879284e-10
"727","Zhx2",NA,NA,0.320824455706778,1.82566316691821e-10
"728","Dtx3",NA,NA,0.32771897316826,1.89071912846612e-10
"729","Map3k20",NA,NA,0.310849439089148,1.96766811096407e-10
"730","Tns3",NA,NA,0.278982707858357,2.16575730830836e-10
"731","Mrc2",NA,NA,0.341612714168951,2.72504281066134e-10
"732","Rasa4",NA,NA,0.345410794109629,2.84275876796475e-10
"733","C3ar1",NA,NA,0.320512484281133,3.26046204075998e-10
"734","Ptpre",NA,NA,0.330007300213381,3.34528458699635e-10
"735","Gm32250",NA,NA,0.297905522077514,3.91285424801579e-10
"736","Mtmr10",NA,NA,0.303326180123984,3.96098091950328e-10
"737","Speg",NA,NA,0.263143443009156,4.03065968277862e-10
"738","Mast4",NA,NA,0.335197177951052,4.85140404668764e-10
"739","Nfkbiz",NA,NA,0.308033569110736,4.8722161711853e-10
"740","Hpcal1",NA,NA,0.332192289741479,5.98215864342461e-10
"741","Rbm47",NA,NA,0.298002960046112,6.22130959943108e-10
"742","Trim30a",NA,NA,0.322300018227489,7.0182537664601e-10
"743","Lmo2",NA,NA,0.342020522900977,7.2594642927229e-10
"744","Slc16a7",NA,NA,0.328691583404547,8.02807144870728e-10
"745","Zc3hav1",NA,NA,0.337451019637419,8.34135236770383e-10
"746","Irak2",NA,NA,0.28712820225296,9.45530646458353e-10
"747","Map3k1",NA,NA,0.336224785846625,1.05918786535289e-09
"748","Elf2",NA,NA,0.332737262627803,1.06496006485303e-09
"749","Lat2",NA,NA,0.318063625720877,1.2494720064966e-09
"750","Znrf2",NA,NA,0.321718211750086,1.67456929328899e-09
"751","Cdk8",NA,NA,0.319235462253141,2.01733652365856e-09
"752","Ddi2",NA,NA,0.323086488791568,2.07836697006871e-09
"753","Ell2",NA,NA,0.293276025418171,2.30039198962244e-09
"754","Tom1",NA,NA,0.323175756550102,2.52893771467378e-09
"755","Atg7",NA,NA,0.321529395381349,2.8488689950652e-09
"756","Pgm1",NA,NA,0.281454248287203,3.18451454479596e-09
"757","Epm2a",NA,NA,0.326604305821812,3.7370336770105e-09
"758","Atp6v1a",NA,NA,0.3241973917101,4.05764323294037e-09
"759","Sat1",NA,NA,0.301591909942727,4.20524142868589e-09
"760","Mapkapk3",NA,NA,0.283130743316707,5.55122037681913e-09
"761","Pfkfb3",NA,NA,0.32250268203583,5.74098296568036e-09
"762","Litaf",NA,NA,0.326628780920393,6.09558854003281e-09
"763","Chd7",NA,NA,0.269061715183777,8.72402247215887e-09
"764","C9orf72",NA,NA,0.311073022446523,8.88091213488955e-09
"765","Robo2",NA,NA,0.269050354353367,9.43218610516422e-09
"766","Itpkb",NA,NA,0.316923386270822,1.05852458395414e-08
"767","Wls",NA,NA,0.306905369032194,1.14020174746012e-08
"768","Il6st",NA,NA,0.314350469939435,1.21740884499371e-08
"769","2900089D17Rik",NA,NA,0.296259799581891,1.39585643345371e-08
"770","Lpp",NA,NA,0.306817178520754,1.93564069743697e-08
"771","Ank2",NA,NA,0.251693742259861,1.94582787843182e-08
"772","Lipa",NA,NA,0.267417776777332,2.01289126270842e-08
"773","Eea1",NA,NA,0.315030791806121,2.1163942024977e-08
"774","Ptprg",NA,NA,0.265199630988065,2.16483161811087e-08
"775","Nagk",NA,NA,0.309172637583317,2.2385145056846e-08
"776","Arsb",NA,NA,0.29082071485559,2.8653193712035e-08
"777","Smyd3",NA,NA,0.256009483394777,2.88889168057302e-08
"778","Gm50100",NA,NA,0.276886384783709,2.90501444085172e-08
"779","Hectd2",NA,NA,0.264035922944307,3.42855871603477e-08
"780","Aff4",NA,NA,0.299432083043314,3.8857319309815e-08
"781","Gm4951",NA,NA,0.293619363629813,3.8857319309815e-08
"782","Fgd4",NA,NA,0.31010005411244,4.12885441885818e-08
"783","Rap2b",NA,NA,0.277426981882234,4.75708456551342e-08
"784","Agtpbp1",NA,NA,0.29855741614302,4.95737419000751e-08
"785","Zcwpw2",NA,NA,0.285580306247347,5.5867532179205e-08
"786","Phc2",NA,NA,0.273652550812975,6.64663601289921e-08
"787","Rtcb",NA,NA,0.27924889395866,7.34045130896667e-08
"788","Amz1",NA,NA,0.281213316895319,7.59723429730935e-08
"789","Pcyt2",NA,NA,0.290260702420727,8.92233303062769e-08
"790","Rap2a",NA,NA,0.295390658270222,9.84912581482263e-08
"791","Stat2",NA,NA,0.276772049393236,1.04586032437389e-07
"792","Gm16599",NA,NA,0.281339509440901,1.05943169279271e-07
"793","Phlpp1",NA,NA,0.299248484269791,1.111840582705e-07
"794","Wipf1",NA,NA,0.264610659598099,1.16909636570016e-07
"795","Renbp",NA,NA,0.284329924637263,1.26558064091938e-07
"796","Dtnb",NA,NA,0.280580219379335,1.36929218159919e-07
"797","Mllt3",NA,NA,0.290813350597107,1.46411971445681e-07
"798","Rab11fip5",NA,NA,0.286575320273249,1.69504361667071e-07
"799","Ube2w",NA,NA,0.294699937361054,1.70845183689981e-07
"800","Zfp395",NA,NA,0.258346362227521,1.75585468807631e-07
"801","Parp14",NA,NA,0.29560343952751,1.80960734001528e-07
"802","Ppp1r13b",NA,NA,0.286293875680622,1.81403141667407e-07
"803","Ddhd1",NA,NA,0.275740137416045,1.93978470206298e-07
"804","Hpf1",NA,NA,0.289181144833811,2.2877759144912e-07
"805","Galc",NA,NA,0.260573561377301,2.31037456307143e-07
"806","Gm7480",NA,NA,0.272227379620539,2.38167637756502e-07
"807","Rbms1",NA,NA,0.286598217834985,2.80652295396578e-07
"808","Fmnl2",NA,NA,0.282979689565371,2.94571745462382e-07
"809","4930517O19Rik",NA,NA,0.277820341111394,3.00798304447862e-07
"810","Ralgapa1",NA,NA,0.280115514564976,3.10632071887069e-07
"811","A330023F24Rik",NA,NA,0.282829991927771,4.05158281216041e-07
"812","Mycbp",NA,NA,0.281942822487013,4.24702258510695e-07
"813","Naa20",NA,NA,0.285003732880828,5.02630206590842e-07
"814","Rin2",NA,NA,0.269500899329352,5.38504885957498e-07
"815","Luzp1",NA,NA,0.284154807732281,5.49569765791677e-07
"816","Gls",NA,NA,0.26586812734502,9.73970120510052e-07
"817","Sntb2",NA,NA,0.258898301444653,9.97687042615765e-07
"818","Rab40c",NA,NA,0.280627400035327,1.13841789084726e-06
"819","Cyth1",NA,NA,0.28110214982899,1.17832779302961e-06
"820","Gsap",NA,NA,0.258151190421533,1.26166779450212e-06
"821","Ncoa1",NA,NA,0.267092482053998,1.48334396208938e-06
"822","Usp40",NA,NA,0.277790091605881,1.51718684926188e-06
"823","D7Ertd443e",NA,NA,0.273680136181923,1.55143816453972e-06
"824","Pdk1",NA,NA,0.271909939179034,1.74673412198164e-06
"825","Rragc",NA,NA,0.256380816518601,1.85831399710851e-06
"826","Ccny",NA,NA,0.269795435067771,1.9942058854778e-06
"827","Sergef",NA,NA,0.264123630508878,2.16060728674937e-06
"828","Gnl3",NA,NA,0.257458900481216,2.2436281622151e-06
