"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cpox.5",5.18508640385783e-194,0.773410207838116,0.162,0.097,1.64833896778641e-189,"Oligodendrocytes","Cpox"
"Wscd1",3.44546851521404e-193,0.671312126389412,0.14,0.077,1.09531444098654e-188,"Oligodendrocytes","Wscd1"
"Zdhhc14.6",1.3187851553143e-189,0.760667008610743,0.412,0.427,4.19241800874417e-185,"Oligodendrocytes","Zdhhc14"
"Map7d2.3",2.09281594476648e-189,0.309202200577639,0.173,0.345,6.65306188841263e-185,"Oligodendrocytes","Map7d2"
"Pcdh15.6",1.27539724109848e-186,-0.466411751597528,0.193,0.318,4.05448782945205e-182,"Oligodendrocytes","Pcdh15"
"Arap2.6",1.10358996252657e-180,0.807087175528713,0.264,0.206,3.50831249087195e-176,"Oligodendrocytes","Arap2"
"Wipi1",1.79183569664794e-180,0.596065849117448,0.109,0.053,5.69624567964381e-176,"Oligodendrocytes","Wipi1"
"Itch.2",1.81836329723272e-179,0.764233450144701,0.417,0.439,5.78057692190282e-175,"Oligodendrocytes","Itch"
"Zbtb20.5",8.62818980651021e-177,-0.285636613287703,0.729,0.763,2.7429015394896e-172,"Oligodendrocytes","Zbtb20"
"Sgk1.6",1.5652762117666e-175,0.865232990427859,0.302,0.261,4.97601307720602e-171,"Oligodendrocytes","Sgk1"
"Pcdh11x.5",8.10408801002265e-174,0.824320794739394,0.235,0.169,2.5762895783862e-169,"Oligodendrocytes","Pcdh11x"
"Daam1.5",5.39803131271087e-171,0.845846501044599,0.338,0.315,1.71603415431079e-166,"Oligodendrocytes","Daam1"
"Ccnd3.6",2.36422680208135e-169,-0.406410649062269,0.069,0.154,7.5158770038166e-165,"Oligodendrocytes","Ccnd3"
"Cerk.5",4.91170211612104e-168,0.728968913994827,0.233,0.17,1.56143010271488e-163,"Oligodendrocytes","Cerk"
"B3galt5.4",3.89544431242029e-166,0.698243322265022,0.154,0.094,1.23836174691841e-161,"Oligodendrocytes","B3galt5"
"Gm11149.4",7.09167136137943e-166,0.892241314787289,0.309,0.276,2.25444232578252e-161,"Oligodendrocytes","Gm11149"
"E130308A19Rik.3",1.58229054540615e-164,0.793564192107835,0.233,0.175,5.03010164384614e-160,"Oligodendrocytes","E130308A19Rik"
"Rnf144a.1",2.51013150495016e-162,0.622849388128555,0.135,0.077,7.97970805423657e-158,"Oligodendrocytes","Rnf144a"
"Camkmt",1.99122491539002e-161,0.291172669669335,0.191,0.362,6.33010400602486e-157,"Oligodendrocytes","Camkmt"
"Il18.2",1.14826376930955e-159,0.516072867131758,0.131,0.073,3.65033052263507e-155,"Oligodendrocytes","Il18"
"Kctd3.4",5.19935410598793e-158,0.772571556584338,0.175,0.116,1.65287467029356e-153,"Oligodendrocytes","Kctd3"
"Ptprm.5",1.40739202897578e-157,-0.341185367290042,0.093,0.181,4.47409926011401e-153,"Oligodendrocytes","Ptprm"
"Tmem151a.3",2.32580799770481e-156,0.724292192681246,0.156,0.098,7.39374362470359e-152,"Oligodendrocytes","Tmem151a"
"Fam234a.1",1.39357837870233e-154,0.628147355260864,0.122,0.067,4.43018566589469e-150,"Oligodendrocytes","Fam234a"
"Arpc1a.1",2.24135541585928e-154,0.260531237204199,0.164,0.312,7.12526886701666e-150,"Oligodendrocytes","Arpc1a"
"Inpp5f.3",9.4669320618262e-154,0.824627956972261,0.224,0.17,3.00953770245455e-149,"Oligodendrocytes","Inpp5f"
"Gabbr1.1",1.72033838366779e-153,0.257023122993624,0.172,0.325,5.4689557216799e-149,"Oligodendrocytes","Gabbr1"
"Dpysl2.4",1.10367349330833e-152,0.81048155667661,0.38,0.395,3.50857803522719e-148,"Oligodendrocytes","Dpysl2"
"Osbpl1a",1.85187139543196e-148,0.796428674819883,0.284,0.246,5.8870991660782e-144,"Oligodendrocytes","Osbpl1a"
"Ablim2.5",2.04901551451378e-148,0.351836613168233,0.201,0.378,6.5138203206393e-144,"Oligodendrocytes","Ablim2"
"Zbtb38",1.70525919937892e-147,0.280059370795582,0.162,0.306,5.4210189948256e-143,"Oligodendrocytes","Zbtb38"
"Stxbp6.5",1.04429026138928e-146,0.419889137181759,0.391,0.332,3.31979874095651e-142,"Oligodendrocytes","Stxbp6"
"Dis3l2",1.19985976040801e-145,0.29156276646108,0.21,0.388,3.81435417833707e-141,"Oligodendrocytes","Dis3l2"
"Il1rap.6",7.38788219873395e-141,0.642246394220084,0.395,0.397,2.34860775097752e-136,"Oligodendrocytes","Il1rap"
"Apbb1ip.3",6.3964501585293e-139,-0.607112817992743,0.045,0.108,2.03343150539646e-134,"Oligodendrocytes","Apbb1ip"
"Tafa5.4",2.15084011473015e-137,0.294368743729544,0.208,0.38,6.83752072472716e-133,"Oligodendrocytes","Tafa5"
"Hnrnpdl",1.03568750891329e-135,0.28511890269357,0.212,0.385,3.29245059083535e-131,"Oligodendrocytes","Hnrnpdl"
"Kif3c.3",2.84599878822164e-135,0.262956573081782,0.109,0.215,9.0474301477566e-131,"Oligodendrocytes","Kif3c"
"Gm48678.5",5.16459356285568e-135,0.833795330748901,0.419,0.473,1.64182429363182e-130,"Oligodendrocytes","Gm48678"
"2900052L18Rik",1.02066176909111e-133,0.568787479021172,0.108,0.06,3.24468376394064e-129,"Oligodendrocytes","2900052L18Rik"
"Atad2b.4",3.80010772154522e-133,0.254531085487435,0.212,0.381,1.20805424467923e-128,"Oligodendrocytes","Atad2b"
"Tsc1.1",4.7749255904283e-133,0.267268156606159,0.128,0.243,1.51794884519716e-128,"Oligodendrocytes","Tsc1"
"Stmn1.3",2.57172000392563e-132,0.737841822472676,0.246,0.198,8.17549789247957e-128,"Oligodendrocytes","Stmn1"
"Enox1.4",1.57670675289668e-131,0.442357376974149,0.543,0.636,5.01235076745853e-127,"Oligodendrocytes","Enox1"
"Pard3.6",1.07943459308956e-130,0.732262028874924,0.355,0.355,3.4315225714317e-126,"Oligodendrocytes","Pard3"
"Tfdp2.4",1.445376112774e-129,0.288880398063214,0.166,0.305,4.59485066250853e-125,"Oligodendrocytes","Tfdp2"
"Dpy19l1.3",1.86319181424846e-128,0.677898061960234,0.164,0.112,5.92308677749587e-124,"Oligodendrocytes","Dpy19l1"
"Tppp",1.01121428982184e-127,0.603852996564623,0.12,0.071,3.21465022734362e-123,"Oligodendrocytes","Tppp"
"Pkp4.6",1.28900335865274e-127,0.759343369721643,0.408,0.463,4.09774167715706e-123,"Oligodendrocytes","Pkp4"
"Fryl.2",1.82981380047472e-120,0.794135251417956,0.336,0.336,5.81697807170913e-116,"Oligodendrocytes","Fryl"
"Nipa1.1",3.67142919519863e-120,0.306751737878837,0.131,0.244,1.16714734115364e-115,"Oligodendrocytes","Nipa1"
"Cyth1.2",1.84161938147772e-119,0.797236540400766,0.255,0.22,5.85450801371766e-115,"Oligodendrocytes","Cyth1"
"Dop1b.2",4.07195789186882e-119,0.286771740153758,0.132,0.245,1.2944754138251e-114,"Oligodendrocytes","Dop1b"
"Arfgef2.1",3.11538652279563e-118,0.260254999766834,0.124,0.23,9.9038137559673e-114,"Oligodendrocytes","Arfgef2"
"Usp31.4",5.26487753804743e-118,0.842377425532186,0.21,0.167,1.67370456934528e-113,"Oligodendrocytes","Usp31"
"Glrb.3",1.81738278066065e-117,0.353709854981997,0.19,0.34,5.77745985972021e-113,"Oligodendrocytes","Glrb"
"Slc20a2.2",6.66752748240181e-115,0.716659708046258,0.186,0.138,2.11960698665554e-110,"Oligodendrocytes","Slc20a2"
"Stk39.5",1.55958429549185e-113,0.253218172733775,0.199,0.351,4.95791847536859e-109,"Oligodendrocytes","Stk39"
"Epb41l4b.5",3.3941188153199e-113,0.254031846346808,0.096,0.185,1.0789903713902e-108,"Oligodendrocytes","Epb41l4b"
"Kif3a.2",1.09813904178611e-111,0.31573342035819,0.146,0.264,3.49098401383803e-107,"Oligodendrocytes","Kif3a"
"Cdc42se2.3",2.09069056949078e-110,0.310725539877442,0.219,0.384,6.64630532041118e-106,"Oligodendrocytes","Cdc42se2"
"Arhgap21.3",1.06109552141814e-109,0.324978349647325,0.237,0.418,3.37322266258827e-105,"Oligodendrocytes","Arhgap21"
"Trim2.5",2.63999956432635e-109,0.523393123563051,0.506,0.623,8.39255861499348e-105,"Oligodendrocytes","Trim2"
"Fxr1",6.49682612673866e-109,0.310838437891235,0.181,0.318,2.06534102569022e-104,"Oligodendrocytes","Fxr1"
"Immp1l",1.0500097550656e-108,0.320400295003179,0.23,0.4,3.33798101135355e-104,"Oligodendrocytes","Immp1l"
"Dleu2.7",1.99432826120682e-108,0.518476225154746,0.39,0.394,6.33996954237648e-104,"Oligodendrocytes","Dleu2"
"AW554918.2",2.37941592078772e-108,0.279902111753025,0.161,0.283,7.56416321218416e-104,"Oligodendrocytes","AW554918"
"Gm12353.3",5.10909872759722e-108,0.272387185904527,0.146,0.259,1.62418248550316e-103,"Oligodendrocytes","Gm12353"
"4732471J01Rik",1.79439602354601e-107,0.297405012858287,0.168,0.295,5.70438495885276e-103,"Oligodendrocytes","4732471J01Rik"
"Phactr3.6",3.08644571865741e-107,0.341645571188468,0.216,0.378,9.81181093961192e-103,"Oligodendrocytes","Phactr3"
"Chn2.6",2.58299630572402e-106,0.253573516794769,0.176,0.116,8.21134525589664e-102,"Oligodendrocytes","Chn2"
"Tmem117.5",6.99379431688315e-105,0.375668096625017,0.148,0.264,2.22332721333715e-100,"Oligodendrocytes","Tmem117"
"Sik2.3",4.87940300853368e-104,0.26888634560827,0.177,0.306,1.55116221641286e-99,"Oligodendrocytes","Sik2"
"Dstyk",6.39614231079809e-104,0.281231811918219,0.149,0.263,2.03333364060271e-99,"Oligodendrocytes","Dstyk"
"Strn",2.54138699028939e-101,0.288798786144436,0.123,0.221,8.07906924212999e-97,"Oligodendrocytes","Strn"
"Fermt2.4",5.88530052111873e-101,0.279096709544819,0.164,0.284,1.87093703566364e-96,"Oligodendrocytes","Fermt2"
"Lcorl.2",7.46928757792474e-101,0.253248675714831,0.173,0.295,2.37448652102227e-96,"Oligodendrocytes","Lcorl"
"Prdx1.3",1.48653056331178e-98,0.548006657490103,0.14,0.094,4.72568066076816e-94,"Oligodendrocytes","Prdx1"
"Sort1.3",2.42117980442379e-98,0.323082036168112,0.235,0.405,7.69693059826323e-94,"Oligodendrocytes","Sort1"
"Cdip1",4.57533639333404e-98,0.324986381563025,0.166,0.287,1.45449943944089e-93,"Oligodendrocytes","Cdip1"
"Ttll5.5",4.22993284818267e-97,0.836570739549526,0.275,0.26,1.34469565243727e-92,"Oligodendrocytes","Ttll5"
"Mettl23.1",2.11710217580743e-95,0.306903269842232,0.222,0.378,6.73026781689183e-91,"Oligodendrocytes","Mettl23"
"Sec62.1",3.55247491051059e-95,0.271618273106011,0.129,0.226,1.12933177405132e-90,"Oligodendrocytes","Sec62"
"Neo1.6",2.13323645306439e-94,0.793536458201575,0.322,0.329,6.7815586842917e-90,"Oligodendrocytes","Neo1"
"Dnajc19",6.92468124907619e-94,0.255305401551431,0.12,0.211,2.20135616908132e-89,"Oligodendrocytes","Dnajc19"
"Ncoa2",9.70473676844956e-94,0.311940131207751,0.252,0.432,3.08513581869012e-89,"Oligodendrocytes","Ncoa2"
"Eml1.6",1.72508526636321e-93,0.864096754425527,0.221,0.19,5.48404606176864e-89,"Oligodendrocytes","Eml1"
"Fam13b.2",1.1803958063173e-92,0.327418222787494,0.189,0.322,3.7524782682827e-88,"Oligodendrocytes","Fam13b"
"Txndc16.3",1.21571017942821e-92,0.761639592768541,0.233,0.202,3.86474266040229e-88,"Oligodendrocytes","Txndc16"
"Sv2a",2.27837958216892e-92,0.268067201017709,0.102,0.184,7.24296869171499e-88,"Oligodendrocytes","Sv2a"
"Uchl1.2",5.29159066693403e-92,0.283501894717934,0.143,0.246,1.68219667301833e-87,"Oligodendrocytes","Uchl1"
"Dennd5b.4",7.62369286073986e-92,0.38246195209806,0.222,0.382,2.4235719604292e-87,"Oligodendrocytes","Dennd5b"
"Bcl9.2",1.35929203284415e-91,0.28436832644015,0.14,0.242,4.32118937241154e-87,"Oligodendrocytes","Bcl9"
"Dnm2.4",2.98520731892864e-91,0.301972622700533,0.194,0.327,9.48997406687416e-87,"Oligodendrocytes","Dnm2"
"Gm20687.3",6.85114724125868e-91,0.358603487848786,0.164,0.282,2.17797970799614e-86,"Oligodendrocytes","Gm20687"
"Selenow.2",1.40846460627053e-90,0.327445684830695,0.208,0.35,4.47750898333402e-86,"Oligodendrocytes","Selenow"
"Ick.2",1.48867523209618e-90,0.612358268199643,0.134,0.092,4.73249856283375e-86,"Oligodendrocytes","Ick"
"B3galt1.6",1.6742713497628e-90,0.359843481798941,0.573,0.708,5.32250862089594e-86,"Oligodendrocytes","B3galt1"
"Foxn3.5",2.61272445897976e-90,0.44500246710456,0.437,0.475,8.30585105509665e-86,"Oligodendrocytes","Foxn3"
"Slc6a1.6",4.13327843153966e-90,0.550517620735142,0.191,0.147,1.31396921338646e-85,"Oligodendrocytes","Slc6a1"
"Ssh2.6",2.15764647265123e-89,0.412094915358226,0.498,0.615,6.85915813655827e-85,"Oligodendrocytes","Ssh2"
"Tmem59.2",5.47022639065786e-89,0.271953001675617,0.161,0.272,1.73898496959013e-84,"Oligodendrocytes","Tmem59"
"Pcyt2.4",1.88514479342778e-88,0.385488806986662,0.209,0.354,5.99287529830692e-84,"Oligodendrocytes","Pcyt2"
"Tmc7.1",9.35799995446484e-88,0.50353730284712,0.101,0.062,2.97490818552437e-83,"Oligodendrocytes","Tmc7"
"Atp6ap2.2",3.64225144672094e-87,0.271106718189118,0.128,0.221,1.15787173491259e-82,"Oligodendrocytes","Atp6ap2"
"Tex2",3.90640065135938e-87,0.299284028938489,0.122,0.212,1.24184476706715e-82,"Oligodendrocytes","Tex2"
"Elavl3.4",6.7210057995462e-87,0.383978631206427,0.167,0.286,2.13660774367574e-82,"Oligodendrocytes","Elavl3"
"Fbxo21",2.39090596394739e-86,0.253045546855783,0.088,0.16,7.60069005938874e-82,"Oligodendrocytes","Fbxo21"
"Ddx17.2",2.54358518631822e-86,0.295306627580355,0.2,0.334,8.08605730730562e-82,"Oligodendrocytes","Ddx17"
"Vps8.2",9.66357305982282e-86,0.773837756649379,0.242,0.218,3.07204987571767e-81,"Oligodendrocytes","Vps8"
"A230009B12Rik.2",1.0923412032892e-85,0.560516997555197,0.101,0.063,3.47255268525637e-81,"Oligodendrocytes","A230009B12Rik"
"Rnf130.1",6.19350649712099e-85,0.325353856876977,0.181,0.304,1.96891571543476e-80,"Oligodendrocytes","Rnf130"
"Bmp2k.5",6.4481996480613e-85,0.339027334604685,0.146,0.098,2.04988266811869e-80,"Oligodendrocytes","Bmp2k"
"Gm19522.4",1.97213089700882e-84,0.542111604662298,0.13,0.088,6.26940412159103e-80,"Oligodendrocytes","Gm19522"
"Appbp2",5.67989496992201e-82,0.263070130285504,0.114,0.197,1.80563861093821e-77,"Oligodendrocytes","Appbp2"
"1810062O18Rik",1.96021881529482e-81,0.569864891688402,0.115,0.077,6.23153561382224e-77,"Oligodendrocytes","1810062O18Rik"
"Itm2c.3",2.03692262401629e-81,0.250478205492859,0.124,0.21,6.47537702174779e-77,"Oligodendrocytes","Itm2c"
"Ypel3.2",3.71700694886546e-81,0.269570740489666,0.139,0.233,1.18163650904433e-76,"Oligodendrocytes","Ypel3"
"Cdh10.6",5.35380200731064e-81,0.615485278590907,0.388,0.412,1.70197365812405e-76,"Oligodendrocytes","Cdh10"
"H3f3b.2",9.66575205005411e-81,0.297027766930847,0.206,0.338,3.0727425767122e-76,"Oligodendrocytes","H3f3b"
"Snrnp48.1",1.74556623446306e-80,0.340148185010411,0.171,0.285,5.54915505935807e-76,"Oligodendrocytes","Snrnp48"
"Insr.1",1.75555074328579e-80,0.313650290900981,0.171,0.284,5.58089581290553e-76,"Oligodendrocytes","Insr"
"Atp6v1e1.2",1.8571796528096e-80,0.259036431049816,0.117,0.2,5.90397411628172e-76,"Oligodendrocytes","Atp6v1e1"
"Mpzl1.2",4.05316110931467e-80,0.622841146878591,0.144,0.105,1.28849991665113e-75,"Oligodendrocytes","Mpzl1"
"Polr3e.3",1.91040194003982e-79,0.668981462683521,0.153,0.116,6.07316776738658e-75,"Oligodendrocytes","Polr3e"
"Tmem165",4.34451409291152e-79,0.272884710053426,0.112,0.192,1.38112103013657e-74,"Oligodendrocytes","Tmem165"
"Parm1.5",1.75632358412715e-78,0.259621766211762,0.107,0.185,5.58335267394021e-74,"Oligodendrocytes","Parm1"
"Tmem260",2.06783947911488e-78,0.261873117239455,0.108,0.186,6.5736617041062e-74,"Oligodendrocytes","Tmem260"
"Ubr2.1",2.60234152772292e-77,0.342205742210587,0.174,0.289,8.27284371663115e-73,"Oligodendrocytes","Ubr2"
"Wwp1.3",1.2055625105526e-76,0.291758778074878,0.156,0.257,3.83248322104671e-72,"Oligodendrocytes","Wwp1"
"Igf1r.3",1.33153406844226e-76,0.276223381632111,0.242,0.396,4.23294680357794e-72,"Oligodendrocytes","Igf1r"
"Trpc4ap.2",1.93764204064886e-76,0.276427629315609,0.128,0.214,6.15976404722273e-72,"Oligodendrocytes","Trpc4ap"
"Atp5b.2",5.47138351607126e-76,0.268169189340221,0.125,0.209,1.73935281975905e-71,"Oligodendrocytes","Atp5b"
"Zfp704.1",1.17397051968079e-75,0.358555022961088,0.176,0.292,3.73205228206522e-71,"Oligodendrocytes","Zfp704"
"Kcnab1.5",4.6135936049974e-75,0.54573225539157,0.453,0.53,1.46666140702867e-70,"Oligodendrocytes","Kcnab1"
"Tom1l2.2",5.14395616813889e-75,0.376176912470954,0.263,0.442,1.63526366585135e-70,"Oligodendrocytes","Tom1l2"
"Pdxdc1.1",1.93067628572818e-74,0.316523553485147,0.139,0.231,6.13761991232987e-70,"Oligodendrocytes","Pdxdc1"
"Arhgef28.5",2.6832786080063e-74,0.745152830263066,0.262,0.252,8.53014269485202e-70,"Oligodendrocytes","Arhgef28"
"Srsf2.2",8.43651942329525e-73,0.326944796492692,0.202,0.33,2.68196952466556e-68,"Oligodendrocytes","Srsf2"
"Map4k4.3",1.41654611509492e-72,0.649783641597897,0.334,0.35,4.50320009988674e-68,"Oligodendrocytes","Map4k4"
"Aplp2.1",1.77960724392371e-71,0.352933109972354,0.205,0.335,5.65737142843348e-67,"Oligodendrocytes","Aplp2"
"Gas7.4",2.10550547701131e-71,0.364230990102041,0.214,0.352,6.69340191141897e-67,"Oligodendrocytes","Gas7"
"Dbi.2",2.32117376940774e-71,0.496749166989032,0.118,0.081,7.37901141294721e-67,"Oligodendrocytes","Dbi"
"Nr3c1.3",2.84595359070108e-71,0.255565724810257,0.158,0.256,9.04728646483872e-67,"Oligodendrocytes","Nr3c1"
"Atrn.3",5.99419969514514e-71,0.39179089320488,0.224,0.371,1.90555608308664e-66,"Oligodendrocytes","Atrn"
"Nf1.1",1.10028119221662e-70,0.296064105881697,0.29,0.477,3.49779391005663e-66,"Oligodendrocytes","Nf1"
"Cd81.2",2.98531076019579e-70,0.592772686669353,0.239,0.211,9.49030290666243e-66,"Oligodendrocytes","Cd81"
"Ywhah.4",3.66656437483866e-69,0.294059067642746,0.186,0.297,1.16560081476121e-64,"Oligodendrocytes","Ywhah"
"Eif4h.2",3.34854570971134e-67,0.277399343555804,0.119,0.196,1.06450268111724e-62,"Oligodendrocytes","Eif4h"
"Cst3.5",9.39383099493516e-67,0.344195599066898,0.46,0.513,2.98629887328989e-62,"Oligodendrocytes","Cst3"
"Glod4",1.94521445627226e-66,0.27983552798941,0.091,0.155,6.18383675648952e-62,"Oligodendrocytes","Glod4"
"Psap.5",4.56950367102244e-66,0.299151710980219,0.198,0.314,1.45264521701803e-61,"Oligodendrocytes","Psap"
"Ptma.2",6.39225343997147e-65,0.656942093623232,0.254,0.238,2.03209736856693e-60,"Oligodendrocytes","Ptma"
"March8.1",2.96803504260588e-64,0.622350682820854,0.148,0.115,9.4353834004441e-60,"Oligodendrocytes","March8"
"Dnajc24",6.46317692501596e-64,0.310012149097419,0.112,0.185,2.05464394446257e-59,"Oligodendrocytes","Dnajc24"
"Ccdc88a.3",1.49875702870848e-63,0.310313863011111,0.321,0.534,4.76454859426427e-59,"Oligodendrocytes","Ccdc88a"
"Ptpn11.5",1.56002591822331e-63,0.768949621036186,0.232,0.217,4.95932239403191e-59,"Oligodendrocytes","Ptpn11"
"Clip3",6.33993676651431e-63,0.253353513492877,0.081,0.139,2.0154658980749e-58,"Oligodendrocytes","Clip3"
"Ttr.5",8.14736064448144e-63,0.486080910167077,0.348,0.361,2.59004594888065e-58,"Oligodendrocytes","Ttr"
"Atp6v0c.3",3.98847749965713e-62,0.565555271793163,0.433,0.519,1.267936997141e-57,"Oligodendrocytes","Atp6v0c"
"Lin52.2",6.94095996019356e-62,0.303640565308819,0.119,0.193,2.20653117134553e-57,"Oligodendrocytes","Lin52"
"Igsf11.6",8.20673788911594e-62,0.649197761376955,0.183,0.155,2.60892197494996e-57,"Oligodendrocytes","Igsf11"
"Herc4.2",1.38023972297263e-61,0.322330681584117,0.16,0.255,4.38778207933e-57,"Oligodendrocytes","Herc4"
"Tle5.1",7.89664879965605e-60,0.268995382889555,0.097,0.16,2.51034465341066e-55,"Oligodendrocytes","Tle5"
"Pla2g3.4",1.64161469012381e-59,0.343748295718708,0.121,0.196,5.21869309990359e-55,"Oligodendrocytes","Pla2g3"
"Dst.4",1.12549896739929e-58,0.471230763299114,0.478,0.618,3.57796121736234e-54,"Oligodendrocytes","Dst"
"Pafah1b2",5.41902000148525e-58,0.251511358268977,0.083,0.139,1.72270645847216e-53,"Oligodendrocytes","Pafah1b2"
"Gm20404",6.71050073303884e-58,0.299075642406974,0.095,0.157,2.13326818303305e-53,"Oligodendrocytes","Gm20404"
"Eml2.3",8.6746467662856e-58,0.374997090859078,0.124,0.201,2.75767020700219e-53,"Oligodendrocytes","Eml2"
"Serinc1.2",9.3639092799587e-58,0.281861671783001,0.144,0.226,2.97678676009887e-53,"Oligodendrocytes","Serinc1"
"Hsp90ab1.1",1.35932716773569e-57,0.619141024435668,0.389,0.453,4.32130106623176e-53,"Oligodendrocytes","Hsp90ab1"
"Bex2.2",1.77594243420286e-57,0.331263345122525,0.163,0.256,5.6457209983309e-53,"Oligodendrocytes","Bex2"
"CT010467.1.2",1.80067167515963e-57,0.307949065975557,0.167,0.261,5.72433525533247e-53,"Oligodendrocytes","CT010467.1"
"Acot7.1",2.37646927819794e-57,0.380471757918244,0.131,0.211,7.55479583539125e-53,"Oligodendrocytes","Acot7"
"Tspan5.5",7.69095884485623e-57,0.257046980913868,0.344,0.557,2.4449558167798e-52,"Oligodendrocytes","Tspan5"
"Gnai1.6",8.85464292573376e-57,0.785520056774409,0.256,0.255,2.81489098609076e-52,"Oligodendrocytes","Gnai1"
"Tmod1.4",9.2503744322343e-57,0.674534395615919,0.158,0.13,2.94069403200728e-52,"Oligodendrocytes","Tmod1"
"Acox1",1.500928831192e-56,0.283983934781904,0.101,0.164,4.77145275435937e-52,"Oligodendrocytes","Acox1"
"Pcyt1b.2",3.22416762320361e-56,0.592611931231296,0.118,0.088,1.02496288741643e-51,"Oligodendrocytes","Pcyt1b"
"Tmed10.1",5.9496673756182e-56,0.277893880722971,0.108,0.174,1.89139925870903e-51,"Oligodendrocytes","Tmed10"
"Rbl2",3.38841501208433e-55,0.27703002730584,0.1,0.162,1.07717713234161e-50,"Oligodendrocytes","Rbl2"
"Arid5b.6",5.46454862002624e-55,0.296565522947317,0.204,0.316,1.73718000630634e-50,"Oligodendrocytes","Arid5b"
"1500004A13Rik.2",1.4001549834161e-54,0.423887243717979,0.211,0.337,4.45109269227979e-50,"Oligodendrocytes","1500004A13Rik"
"Acaca.2",3.21722451672841e-54,0.73860786921631,0.333,0.372,1.02275567386796e-49,"Oligodendrocytes","Acaca"
"Arl6ip1.3",3.50744718875032e-54,0.29197322402709,0.126,0.198,1.11501746130373e-49,"Oligodendrocytes","Arl6ip1"
"Nxpe3.3",1.44823278598459e-53,0.631137754854691,0.135,0.106,4.60393202664502e-49,"Oligodendrocytes","Nxpe3"
"Nfia.6",1.94811960098182e-53,0.334280644361189,0.489,0.56,6.19307221152121e-49,"Oligodendrocytes","Nfia"
"Sub1.2",2.11010719044924e-53,0.275116849763147,0.118,0.186,6.70803075843813e-49,"Oligodendrocytes","Sub1"
"Zfyve1",4.77011055272153e-53,0.324968288263492,0.128,0.201,1.51641814471018e-48,"Oligodendrocytes","Zfyve1"
"Gng7.4",4.89921597021837e-53,0.292464838342805,0.099,0.159,1.55746075693242e-48,"Oligodendrocytes","Gng7"
"Ccdc50.4",5.63946259521805e-53,0.657900037018361,0.239,0.227,1.79278515901982e-48,"Oligodendrocytes","Ccdc50"
"Fkbp1a",7.69104731428228e-53,0.375927557114052,0.194,0.303,2.44498394121034e-48,"Oligodendrocytes","Fkbp1a"
"Wrn.1",2.60575716598894e-52,0.261939829969432,0.094,0.151,8.28370203067885e-48,"Oligodendrocytes","Wrn"
"Xpa",2.80663501129153e-52,0.293860563230054,0.103,0.165,8.92229270089578e-48,"Oligodendrocytes","Xpa"
"Kat6a.2",1.03050324069779e-51,0.2561967889752,0.118,0.185,3.27596980217827e-47,"Oligodendrocytes","Kat6a"
"Taldo1",1.03684503281387e-51,0.492273493785329,0.103,0.074,3.2961303593153e-47,"Oligodendrocytes","Taldo1"
"Pafah1b1",2.02672697973421e-51,0.512313901482309,0.461,0.606,6.44296506857506e-47,"Oligodendrocytes","Pafah1b1"
"Trim3",2.24442273501612e-51,0.322320787740132,0.103,0.165,7.13501987461626e-47,"Oligodendrocytes","Trim3"
"Atl3",3.17478676553314e-51,0.361930554897144,0.142,0.222,1.00926471276298e-46,"Oligodendrocytes","Atl3"
"Mad1l1",3.45699600099097e-50,0.338016589530094,0.141,0.219,1.09897902871503e-45,"Oligodendrocytes","Mad1l1"
"Mgat3.2",3.61468938584377e-50,0.283773288854275,0.08,0.132,1.14910975575973e-45,"Oligodendrocytes","Mgat3"
"Tmcc2",4.6321599148424e-50,0.527229465429326,0.107,0.079,1.4725636369284e-45,"Oligodendrocytes","Tmcc2"
"Atp5f1.2",2.52226240496735e-49,0.307501471093238,0.139,0.213,8.0182721853912e-45,"Oligodendrocytes","Atp5f1"
"Eif1.2",2.86793697145159e-49,0.33867053098758,0.164,0.252,9.1171716322446e-45,"Oligodendrocytes","Eif1"
"Nap1l5.2",2.09523242123218e-48,0.315323071275005,0.13,0.202,6.66074386709711e-44,"Oligodendrocytes","Nap1l5"
"Ppip5k2.1",2.24236166907563e-48,0.313703018201028,0.106,0.167,7.12846774599143e-44,"Oligodendrocytes","Ppip5k2"
"Adam10.1",3.58833783440067e-48,0.326471934294424,0.176,0.269,1.14073259755597e-43,"Oligodendrocytes","Adam10"
"Papss1",6.48045413230749e-48,0.263304110060475,0.09,0.144,2.06013636866055e-43,"Oligodendrocytes","Papss1"
"Hcn2.4",8.53191936938474e-48,0.412781503627978,0.104,0.165,2.71229716752741e-43,"Oligodendrocytes","Hcn2"
"Prag1",1.29939716971082e-47,0.484533579324055,0.102,0.074,4.1307836025107e-43,"Oligodendrocytes","Prag1"
"Hnrnpa2b1.4",4.36710344451861e-47,0.260826635456183,0.334,0.528,1.38830218501246e-42,"Oligodendrocytes","Hnrnpa2b1"
"Tbcd.3",2.20554374930199e-46,0.406971879850286,0.147,0.228,7.01142357903102e-42,"Oligodendrocytes","Tbcd"
"Uqcrh.1",3.93482745369157e-46,0.265920699403869,0.095,0.15,1.25088164752855e-41,"Oligodendrocytes","Uqcrh"
"Ak3",7.79197590607853e-46,0.507829229709232,0.107,0.08,2.47706914054236e-41,"Oligodendrocytes","Ak3"
