"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kcnip4",0,2.43252261591612,0.95,0.236,0,"Excitatory Neurons","Kcnip4"
"Slit3",0,2.2859917564841,0.9,0.072,0,"Excitatory Neurons","Slit3"
"Grin2a",0,2.08491136745975,0.964,0.175,0,"Excitatory Neurons","Grin2a"
"Celf2",0,2.05459073699098,0.994,0.475,0,"Excitatory Neurons","Celf2"
"Tafa1",0,2.00067992875254,0.748,0.092,0,"Excitatory Neurons","Tafa1"
"Hs6st3",0,1.93086197647877,0.688,0.116,0,"Excitatory Neurons","Hs6st3"
"Kalrn",0,1.90065117256557,0.974,0.24,0,"Excitatory Neurons","Kalrn"
"B230303A05Rik",0,1.87393175739475,0.828,0.086,0,"Excitatory Neurons","B230303A05Rik"
"Dab1",0,1.8729401849217,0.957,0.255,0,"Excitatory Neurons","Dab1"
"Lingo2",0,1.82949091846567,0.83,0.174,0,"Excitatory Neurons","Lingo2"
"Galnt17",0,1.82001249846753,0.837,0.113,0,"Excitatory Neurons","Galnt17"
"Ryr2",0,1.79357045123132,0.922,0.154,0,"Excitatory Neurons","Ryr2"
"Lrrc7",0,1.77376587673077,0.968,0.214,0,"Excitatory Neurons","Lrrc7"
"Hs3st4",0,1.7699806027637,0.519,0.037,0,"Excitatory Neurons","Hs3st4"
"Cacna1e",0,1.76185564620717,0.875,0.092,0,"Excitatory Neurons","Cacna1e"
"Epha6",0,1.74349047468063,0.894,0.195,0,"Excitatory Neurons","Epha6"
"Erc2",0,1.73230488329582,0.952,0.226,0,"Excitatory Neurons","Erc2"
"Ryr3",0,1.68334649919176,0.748,0.07,0,"Excitatory Neurons","Ryr3"
"Camk2a",0,1.63920229470345,0.909,0.159,0,"Excitatory Neurons","Camk2a"
"Kcnd2",0,1.63765596771256,0.974,0.263,0,"Excitatory Neurons","Kcnd2"
"Arpp21",0,1.63711784973809,0.868,0.12,0,"Excitatory Neurons","Arpp21"
"Nrg1",0,1.63479732728812,0.673,0.119,0,"Excitatory Neurons","Nrg1"
"Gabrb3",0,1.59751428248059,0.938,0.204,0,"Excitatory Neurons","Gabrb3"
"5730522E02Rik",0,1.58306997725481,0.812,0.104,0,"Excitatory Neurons","5730522E02Rik"
"Nrg3",0,1.57285821214078,0.989,0.307,0,"Excitatory Neurons","Nrg3"
"Lrfn5",0,1.5655782172585,0.933,0.196,0,"Excitatory Neurons","Lrfn5"
"Tenm2",0,1.56457178678593,0.977,0.321,0,"Excitatory Neurons","Tenm2"
"Cacnb2",0,1.52782109459647,0.868,0.207,0,"Excitatory Neurons","Cacnb2"
"Csmd1",0,1.52277144900114,0.989,0.312,0,"Excitatory Neurons","Csmd1"
"Fam155a",0,1.52066150688772,0.972,0.252,0,"Excitatory Neurons","Fam155a"
"Gm26871",0,1.51988208231275,0.783,0.098,0,"Excitatory Neurons","Gm26871"
"Ppfia2",0,1.51030624683784,0.917,0.25,0,"Excitatory Neurons","Ppfia2"
"Egfem1",0,1.50653212617259,0.772,0.157,0,"Excitatory Neurons","Egfem1"
"Rbfox1",0,1.48636861131521,0.981,0.304,0,"Excitatory Neurons","Rbfox1"
"Cnksr2",0,1.46101481487305,0.858,0.153,0,"Excitatory Neurons","Cnksr2"
"Grin2b",0,1.44464915529217,0.968,0.275,0,"Excitatory Neurons","Grin2b"
"Sphkap",0,1.44282691911339,0.718,0.086,0,"Excitatory Neurons","Sphkap"
"Clstn2",0,1.43986726149087,0.842,0.129,0,"Excitatory Neurons","Clstn2"
"Gm20754",0,1.43417028752071,0.744,0.122,0,"Excitatory Neurons","Gm20754"
"Lrrtm4",0,1.42372669347943,0.796,0.265,0,"Excitatory Neurons","Lrrtm4"
"Dlgap2",0,1.38844922314343,0.943,0.175,0,"Excitatory Neurons","Dlgap2"
"Ak5",0,1.3878622841778,0.733,0.092,0,"Excitatory Neurons","Ak5"
"Ano3",0,1.38587528683913,0.672,0.062,0,"Excitatory Neurons","Ano3"
"Dpp10",0,1.38340768132322,0.351,0.202,0,"Excitatory Neurons","Dpp10"
"Fgf14",0,1.38143028200341,0.981,0.305,0,"Excitatory Neurons","Fgf14"
"Syt1",0,1.36551393570966,0.986,0.331,0,"Excitatory Neurons","Syt1"
"Nell2",0,1.36401052632374,0.845,0.136,0,"Excitatory Neurons","Nell2"
"Kcnj6",0,1.35451001324717,0.743,0.09,0,"Excitatory Neurons","Kcnj6"
"Brinp1",0,1.35271657632603,0.853,0.169,0,"Excitatory Neurons","Brinp1"
"Opcml",0,1.33633576430359,0.976,0.374,0,"Excitatory Neurons","Opcml"
"Stxbp5l",0,1.332366243043,0.845,0.172,0,"Excitatory Neurons","Stxbp5l"
"Cntnap5a",0,1.3260597294043,0.601,0.109,0,"Excitatory Neurons","Cntnap5a"
"Grm1",0,1.31225035847006,0.705,0.093,0,"Excitatory Neurons","Grm1"
"Dok6",0,1.30920479883324,0.819,0.168,0,"Excitatory Neurons","Dok6"
"Gm43670",0,1.30757760054006,0.618,0.031,0,"Excitatory Neurons","Gm43670"
"Gria1",0,1.30550819909102,0.916,0.273,0,"Excitatory Neurons","Gria1"
"Rbfox3",0,1.30403005650879,0.79,0.109,0,"Excitatory Neurons","Rbfox3"
"Dlgap1",0,1.29622409980662,0.984,0.363,0,"Excitatory Neurons","Dlgap1"
"Epha7",0,1.28968467180128,0.671,0.119,0,"Excitatory Neurons","Epha7"
"Nrg3os",0,1.28156651498742,0.872,0.161,0,"Excitatory Neurons","Nrg3os"
"Iqgap2",0,1.27957844988896,0.619,0.075,0,"Excitatory Neurons","Iqgap2"
"Khdrbs2",0,1.27446967501722,0.684,0.105,0,"Excitatory Neurons","Khdrbs2"
"Ralyl",0,1.27286212663283,0.876,0.238,0,"Excitatory Neurons","Ralyl"
"Grm5",0,1.27017577890255,0.969,0.321,0,"Excitatory Neurons","Grm5"
"Ppm1e",0,1.26441050729766,0.866,0.222,0,"Excitatory Neurons","Ppm1e"
"Shisa6",0,1.26196483591272,0.705,0.115,0,"Excitatory Neurons","Shisa6"
"Slc35f3",0,1.26042922465816,0.653,0.076,0,"Excitatory Neurons","Slc35f3"
"Myt1l",0,1.25918775768586,0.893,0.198,0,"Excitatory Neurons","Myt1l"
"Gm37340",0,1.25822461011124,0.63,0.027,0,"Excitatory Neurons","Gm37340"
"Pde1a",0,1.25542225741187,0.583,0.105,0,"Excitatory Neurons","Pde1a"
"Cacna1c",0,1.24549382521926,0.842,0.211,0,"Excitatory Neurons","Cacna1c"
"Tafa2",0,1.24210440032176,0.622,0.147,0,"Excitatory Neurons","Tafa2"
"Dgkg",0,1.23873834343988,0.729,0.119,0,"Excitatory Neurons","Dgkg"
"Fam135b",0,1.23558147703974,0.756,0.099,0,"Excitatory Neurons","Fam135b"
"Kcnq5",0,1.23540771667693,0.531,0.161,0,"Excitatory Neurons","Kcnq5"
"Plxna4",0,1.22986883322677,0.836,0.183,0,"Excitatory Neurons","Plxna4"
"Ntng1",0,1.2254829179053,0.522,0.053,0,"Excitatory Neurons","Ntng1"
"Pcsk2",0,1.20601931369569,0.758,0.124,0,"Excitatory Neurons","Pcsk2"
"Dgkh",0,1.20352185280167,0.618,0.104,0,"Excitatory Neurons","Dgkh"
"Prkce",0,1.1972565811517,0.904,0.256,0,"Excitatory Neurons","Prkce"
"Cdh9",0,1.19471908946537,0.503,0.079,0,"Excitatory Neurons","Cdh9"
"Pigk",0,1.19436089914811,0.814,0.16,0,"Excitatory Neurons","Pigk"
"Cdh12",0,1.19347684997985,0.628,0.078,0,"Excitatory Neurons","Cdh12"
"Rims1",0,1.19242189208329,0.932,0.229,0,"Excitatory Neurons","Rims1"
"Frmpd4",0,1.19033980510759,0.894,0.195,0,"Excitatory Neurons","Frmpd4"
"4930509J09Rik",0,1.18889412135385,0.6,0.069,0,"Excitatory Neurons","4930509J09Rik"
"Kcnj3",0,1.18712213223426,0.786,0.145,0,"Excitatory Neurons","Kcnj3"
"St6galnac5",0,1.18614046506917,0.808,0.156,0,"Excitatory Neurons","St6galnac5"
"Grm7",0,1.1845436310049,0.965,0.309,0,"Excitatory Neurons","Grm7"
"Rgs7",0,1.18177686639591,0.857,0.187,0,"Excitatory Neurons","Rgs7"
"Gm20642",0,1.18071505438878,0.823,0.152,0,"Excitatory Neurons","Gm20642"
"Rasgrf1",0,1.17937678257174,0.812,0.15,0,"Excitatory Neurons","Rasgrf1"
"Chrm3",0,1.17278504533087,0.466,0.115,0,"Excitatory Neurons","Chrm3"
"Gabra2",0,1.16513943282022,0.76,0.144,0,"Excitatory Neurons","Gabra2"
"Hivep2",0,1.16230311549399,0.899,0.268,0,"Excitatory Neurons","Hivep2"
"Ntrk3",0,1.15575729765071,0.838,0.187,0,"Excitatory Neurons","Ntrk3"
"Cdh8",0,1.14587788108345,0.689,0.102,0,"Excitatory Neurons","Cdh8"
"Fam189a1",0,1.14023272098206,0.684,0.109,0,"Excitatory Neurons","Fam189a1"
"Add2",0,1.13830823356931,0.683,0.088,0,"Excitatory Neurons","Add2"
"Tshz2",0,1.13688245868226,0.22,0.073,0,"Excitatory Neurons","Tshz2"
"Grin1",0,1.12630160401492,0.774,0.135,0,"Excitatory Neurons","Grin1"
"Ahcyl2",0,1.12057667880876,0.776,0.221,0,"Excitatory Neurons","Ahcyl2"
"Epha5",0,1.11691691781795,0.854,0.25,0,"Excitatory Neurons","Epha5"
"Caln1",0,1.11602772256894,0.653,0.084,0,"Excitatory Neurons","Caln1"
"Cntnap5b",0,1.11316339226943,0.468,0.054,0,"Excitatory Neurons","Cntnap5b"
"Slit1",0,1.10906437450843,0.565,0.036,0,"Excitatory Neurons","Slit1"
"Msra",0,1.10298948045374,0.784,0.171,0,"Excitatory Neurons","Msra"
"Adgrb3",0,1.0855964301883,0.973,0.381,0,"Excitatory Neurons","Adgrb3"
"Ptprn2",0,1.08375202765083,0.797,0.183,0,"Excitatory Neurons","Ptprn2"
"Kcnma1",0,1.0834123444616,0.931,0.318,0,"Excitatory Neurons","Kcnma1"
"2010300C02Rik",0,1.08114665636465,0.575,0.046,0,"Excitatory Neurons","2010300C02Rik"
"Gria2",0,1.07110086091246,0.979,0.452,0,"Excitatory Neurons","Gria2"
"Kctd16",0,1.07084985973721,0.866,0.218,0,"Excitatory Neurons","Kctd16"
"Fstl4",0,1.06739039975933,0.458,0.039,0,"Excitatory Neurons","Fstl4"
"Celf4",0,1.06119845453045,0.807,0.185,0,"Excitatory Neurons","Celf4"
"Dlg2",0,1.05481909338433,0.991,0.615,0,"Excitatory Neurons","Dlg2"
"Kcnb2",0,1.04047680828526,0.781,0.156,0,"Excitatory Neurons","Kcnb2"
"Prkg1",0,1.03924530200871,0.859,0.203,0,"Excitatory Neurons","Prkg1"
"Prkag2",0,1.03812609385999,0.703,0.103,0,"Excitatory Neurons","Prkag2"
"Galnt18",0,1.02877523217006,0.651,0.089,0,"Excitatory Neurons","Galnt18"
"Gria3",0,1.02714886988185,0.83,0.194,0,"Excitatory Neurons","Gria3"
"Shisa9",0,1.02690628081385,0.546,0.089,0,"Excitatory Neurons","Shisa9"
"Ahi1",0,1.02583755644556,0.945,0.316,0,"Excitatory Neurons","Ahi1"
"Unc80",0,1.02245846160336,0.758,0.15,0,"Excitatory Neurons","Unc80"
"Dpp6",0,1.02232667632313,0.902,0.258,0,"Excitatory Neurons","Dpp6"
"Phactr1",0,1.02215502510657,0.921,0.439,0,"Excitatory Neurons","Phactr1"
"Cdr1os",0,1.02138085002216,0.785,0.174,0,"Excitatory Neurons","Cdr1os"
"Ccdc85a",0,1.02010654475007,0.64,0.144,0,"Excitatory Neurons","Ccdc85a"
"Snhg14",0,1.01943449261629,0.86,0.197,0,"Excitatory Neurons","Snhg14"
"Cap2",0,1.01873126121037,0.666,0.11,0,"Excitatory Neurons","Cap2"
"Hecw1",0,1.01616022803399,0.631,0.11,0,"Excitatory Neurons","Hecw1"
"Kcnh7",0,1.00970863952032,0.61,0.164,0,"Excitatory Neurons","Kcnh7"
"Gabbr2",0,1.00936018138038,0.746,0.144,0,"Excitatory Neurons","Gabbr2"
"Mmp16",0,1.00322787736583,0.786,0.188,0,"Excitatory Neurons","Mmp16"
"Nlgn1",0,1.00037196052104,0.977,0.496,0,"Excitatory Neurons","Nlgn1"
"Mctp1",0,0.997866111035954,0.706,0.185,0,"Excitatory Neurons","Mctp1"
"Wipf3",0,0.995121369528975,0.576,0.075,0,"Excitatory Neurons","Wipf3"
"Dapk1",0,0.994366161282058,0.651,0.102,0,"Excitatory Neurons","Dapk1"
"Tenm4",0,0.992130800619326,0.652,0.176,0,"Excitatory Neurons","Tenm4"
"Ppp3ca",0,0.991112383658884,0.973,0.573,0,"Excitatory Neurons","Ppp3ca"
"Khdrbs3",0,0.989817337507523,0.573,0.168,0,"Excitatory Neurons","Khdrbs3"
"Pip5k1b",0,0.98589818211484,0.628,0.116,0,"Excitatory Neurons","Pip5k1b"
"Klhl29",0,0.985676991522418,0.705,0.129,0,"Excitatory Neurons","Klhl29"
"Nkain3",0,0.985346578511198,0.663,0.145,0,"Excitatory Neurons","Nkain3"
"Zfpm2",0,0.985040232143386,0.645,0.177,0,"Excitatory Neurons","Zfpm2"
"Samd12",0,0.981208481542986,0.795,0.186,0,"Excitatory Neurons","Samd12"
"Sorbs2",0,0.979914949129138,0.763,0.18,0,"Excitatory Neurons","Sorbs2"
"Unc79",0,0.977747708435804,0.715,0.138,0,"Excitatory Neurons","Unc79"
"Adcy2",0,0.977183982969227,0.714,0.133,0,"Excitatory Neurons","Adcy2"
"A830018L16Rik",0,0.974035127042293,0.673,0.121,0,"Excitatory Neurons","A830018L16Rik"
"Cacna2d1",0,0.971304907295628,0.86,0.175,0,"Excitatory Neurons","Cacna2d1"
"Nr3c2",0,0.96706277781612,0.791,0.264,0,"Excitatory Neurons","Nr3c2"
"Macrod2",0,0.960488826186361,0.945,0.377,0,"Excitatory Neurons","Macrod2"
"Cacna2d3",0,0.956237147052153,0.76,0.194,0,"Excitatory Neurons","Cacna2d3"
"Rfx3",0,0.956091890332136,0.676,0.242,0,"Excitatory Neurons","Rfx3"
"Ksr2",0,0.95315442554904,0.655,0.11,0,"Excitatory Neurons","Ksr2"
"Itga8",0,0.946167416268072,0.46,0.022,0,"Excitatory Neurons","Itga8"
"4921534H16Rik",0,0.944992090858685,0.503,0.054,0,"Excitatory Neurons","4921534H16Rik"
"Gm12296",0,0.943445853910434,0.509,0.07,0,"Excitatory Neurons","Gm12296"
"Bcl11a",0,0.943423127636158,0.617,0.086,0,"Excitatory Neurons","Bcl11a"
"Cttnbp2",0,0.942277229800172,0.91,0.351,0,"Excitatory Neurons","Cttnbp2"
"Plekhg5",0,0.940046834502801,0.525,0.05,0,"Excitatory Neurons","Plekhg5"
"Auts2",0,0.939161083835538,0.958,0.519,0,"Excitatory Neurons","Auts2"
"Miat",0,0.934954106920682,0.587,0.069,0,"Excitatory Neurons","Miat"
"Gm44151",0,0.93345905989574,0.683,0.138,0,"Excitatory Neurons","Gm44151"
"Mical2",0,0.931760483487161,0.734,0.147,0,"Excitatory Neurons","Mical2"
"Negr1",0,0.928879473008283,0.904,0.355,0,"Excitatory Neurons","Negr1"
"Aff3",0,0.928690137974303,0.634,0.127,0,"Excitatory Neurons","Aff3"
"Gm49678",0,0.927443210218889,0.331,0.026,0,"Excitatory Neurons","Gm49678"
"Htr4",0,0.924365973449486,0.423,0.037,0,"Excitatory Neurons","Htr4"
"Osbpl6",0,0.920615628321147,0.656,0.138,0,"Excitatory Neurons","Osbpl6"
"Mgat4c",0,0.919064131250632,0.427,0.135,0,"Excitatory Neurons","Mgat4c"
"9530059O14Rik",0,0.918882651758439,0.679,0.14,0,"Excitatory Neurons","9530059O14Rik"
"Anks1b",0,0.91651713007837,0.977,0.448,0,"Excitatory Neurons","Anks1b"
"Tmem108",0,0.916467205683921,0.63,0.161,0,"Excitatory Neurons","Tmem108"
"Chn1",0,0.906862002524137,0.796,0.2,0,"Excitatory Neurons","Chn1"
"Cpne4",0,0.906579011582361,0.433,0.064,0,"Excitatory Neurons","Cpne4"
"Scn8a",0,0.905057478246,0.72,0.152,0,"Excitatory Neurons","Scn8a"
"D430041D05Rik",0,0.904601397110235,0.573,0.091,0,"Excitatory Neurons","D430041D05Rik"
"Sez6l",0,0.903831827148038,0.611,0.09,0,"Excitatory Neurons","Sez6l"
"Map1b",0,0.903247704591337,0.842,0.248,0,"Excitatory Neurons","Map1b"
"Nebl",0,0.897984071713914,0.846,0.26,0,"Excitatory Neurons","Nebl"
"Syt16",0,0.895254359925807,0.587,0.089,0,"Excitatory Neurons","Syt16"
"6530403H02Rik",0,0.894815018064935,0.302,0.011,0,"Excitatory Neurons","6530403H02Rik"
"Meg3",0,0.893783397037423,0.987,0.565,0,"Excitatory Neurons","Meg3"
"Rimbp2",0,0.89374953697269,0.604,0.102,0,"Excitatory Neurons","Rimbp2"
"Sidt1",0,0.892965129144871,0.52,0.057,0,"Excitatory Neurons","Sidt1"
"Camk2b",0,0.892423223180826,0.646,0.109,0,"Excitatory Neurons","Camk2b"
"Asic2",0,0.892191049022056,0.809,0.246,0,"Excitatory Neurons","Asic2"
"Gm44829",0,0.89118014785457,0.639,0.118,0,"Excitatory Neurons","Gm44829"
"Atrnl1",0,0.888745943195861,0.705,0.159,0,"Excitatory Neurons","Atrnl1"
"Cadm2",0,0.887124124751174,0.968,0.612,0,"Excitatory Neurons","Cadm2"
"Sv2b",0,0.884225933263647,0.426,0.037,0,"Excitatory Neurons","Sv2b"
"Mapk10",0,0.876625989294889,0.824,0.242,0,"Excitatory Neurons","Mapk10"
"Slc7a14",0,0.875537464481545,0.539,0.093,0,"Excitatory Neurons","Slc7a14"
"Ankrd33b",0,0.874663431257265,0.431,0.022,0,"Excitatory Neurons","Ankrd33b"
"Lrfn2",0,0.861513711908788,0.535,0.073,0,"Excitatory Neurons","Lrfn2"
"Nrcam",0,0.860957766230902,0.864,0.255,0,"Excitatory Neurons","Nrcam"
"Gpr158",0,0.860677427895292,0.727,0.169,0,"Excitatory Neurons","Gpr158"
"Prickle1",0,0.860676250132357,0.903,0.309,0,"Excitatory Neurons","Prickle1"
"Gm15738",0,0.857896141899343,0.736,0.157,0,"Excitatory Neurons","Gm15738"
"Dmd",0,0.850410399522636,0.833,0.338,0,"Excitatory Neurons","Dmd"
"Ldb2",0,0.84552970200517,0.365,0.063,0,"Excitatory Neurons","Ldb2"
"Rgs7bp",0,0.839037392372276,0.726,0.177,0,"Excitatory Neurons","Rgs7bp"
"Sobp",0,0.838660195744079,0.746,0.184,0,"Excitatory Neurons","Sobp"
"Mrtfb",0,0.838500766920276,0.751,0.175,0,"Excitatory Neurons","Mrtfb"
"Lmo7",0,0.837782692909381,0.462,0.029,0,"Excitatory Neurons","Lmo7"
"Grid1",0,0.836954866469329,0.768,0.202,0,"Excitatory Neurons","Grid1"
"Grik4",0,0.834712594919758,0.493,0.106,0,"Excitatory Neurons","Grik4"
"Galnt13",0,0.834254715135264,0.609,0.124,0,"Excitatory Neurons","Galnt13"
"Baiap2",0,0.83377771342124,0.577,0.063,0,"Excitatory Neurons","Baiap2"
"Shank2",0,0.830098544314891,0.572,0.085,0,"Excitatory Neurons","Shank2"
"Sipa1l1",0,0.82951480006952,0.738,0.169,0,"Excitatory Neurons","Sipa1l1"
"Agbl4",0,0.828014554400425,0.64,0.2,0,"Excitatory Neurons","Agbl4"
"Elmod1",0,0.822428745465848,0.644,0.131,0,"Excitatory Neurons","Elmod1"
"Tiam1",0,0.822333816590776,0.504,0.106,0,"Excitatory Neurons","Tiam1"
"Sntb2",0,0.822024577333005,0.504,0.072,0,"Excitatory Neurons","Sntb2"
"Epha4",0,0.820777102798078,0.651,0.122,0,"Excitatory Neurons","Epha4"
"Gm13269",0,0.819259148235871,0.428,0.036,0,"Excitatory Neurons","Gm13269"
"Syt7",0,0.818450951341894,0.531,0.068,0,"Excitatory Neurons","Syt7"
"Ube3a",0,0.81528467238223,0.922,0.333,0,"Excitatory Neurons","Ube3a"
"Trerf1",0,0.812151105721739,0.667,0.154,0,"Excitatory Neurons","Trerf1"
"Apba2",0,0.811764146527538,0.674,0.151,0,"Excitatory Neurons","Apba2"
"Ndst4",0,0.809870081570315,0.291,0.025,0,"Excitatory Neurons","Ndst4"
"Gucy1a2",0,0.809146060776076,0.632,0.131,0,"Excitatory Neurons","Gucy1a2"
"Snhg11",0,0.802750574697527,0.957,0.579,0,"Excitatory Neurons","Snhg11"
"Pcsk5",0,0.796322722022151,0.34,0.028,0,"Excitatory Neurons","Pcsk5"
"Gabrb2",0,0.790063084464523,0.639,0.133,0,"Excitatory Neurons","Gabrb2"
"4930578G10Rik",0,0.789466400110928,0.547,0.113,0,"Excitatory Neurons","4930578G10Rik"
"Sptbn4",0,0.786677479692847,0.529,0.087,0,"Excitatory Neurons","Sptbn4"
"Runx2",0,0.78653655872068,0.535,0.095,0,"Excitatory Neurons","Runx2"
"Syn2",0,0.785063707812867,0.82,0.251,0,"Excitatory Neurons","Syn2"
"Nsf",0,0.783542194757704,0.816,0.249,0,"Excitatory Neurons","Nsf"
"P2ry14",0,0.7829127736051,0.599,0.129,0,"Excitatory Neurons","P2ry14"
"Kcnt2",0,0.780002466430534,0.543,0.101,0,"Excitatory Neurons","Kcnt2"
"Rtl4",0,0.779644044181201,0.544,0.108,0,"Excitatory Neurons","Rtl4"
"Cntn3",0,0.776225074031226,0.609,0.147,0,"Excitatory Neurons","Cntn3"
"Sntg1",0,0.770280041456369,0.894,0.228,0,"Excitatory Neurons","Sntg1"
"Chsy3",0,0.770063658578171,0.492,0.11,0,"Excitatory Neurons","Chsy3"
"Rit2",0,0.769782186339232,0.552,0.108,0,"Excitatory Neurons","Rit2"
"Prkcg",0,0.769634173448946,0.483,0.068,0,"Excitatory Neurons","Prkcg"
"Grm8",0,0.76858657262768,0.307,0.059,0,"Excitatory Neurons","Grm8"
"Sh3gl2",0,0.767968013629814,0.629,0.148,0,"Excitatory Neurons","Sh3gl2"
"Snap25",0,0.766425020926384,0.918,0.38,0,"Excitatory Neurons","Snap25"
"Gabrb1",0,0.765396991698928,0.924,0.288,0,"Excitatory Neurons","Gabrb1"
"Chst9",0,0.764417665883653,0.322,0.036,0,"Excitatory Neurons","Chst9"
"Me3",0,0.763788016576834,0.586,0.119,0,"Excitatory Neurons","Me3"
"Rapgef4",0,0.762047604682977,0.7,0.167,0,"Excitatory Neurons","Rapgef4"
"Sema5a",0,0.761142410931586,0.368,0.085,0,"Excitatory Neurons","Sema5a"
"Slc17a7",0,0.760988628089281,0.639,0.094,0,"Excitatory Neurons","Slc17a7"
"Rnf112",0,0.757130043487819,0.478,0.054,0,"Excitatory Neurons","Rnf112"
"Gm13268",0,0.756967385093219,0.381,0.026,0,"Excitatory Neurons","Gm13268"
"Dgkb",0,0.756414268830817,0.718,0.231,0,"Excitatory Neurons","Dgkb"
"Cntn5",0,0.756254991917389,0.616,0.143,0,"Excitatory Neurons","Cntn5"
"Dcc",0,0.753265312412047,0.731,0.295,0,"Excitatory Neurons","Dcc"
"Dbn1",0,0.752273558219829,0.507,0.072,0,"Excitatory Neurons","Dbn1"
"Matk",0,0.749557893414599,0.554,0.091,0,"Excitatory Neurons","Matk"
"Nedd4l",0,0.74949102811215,0.731,0.2,0,"Excitatory Neurons","Nedd4l"
"Trpc5",0,0.748892205444099,0.483,0.078,0,"Excitatory Neurons","Trpc5"
"Ica1",0,0.748466144769221,0.601,0.124,0,"Excitatory Neurons","Ica1"
"Car10",0,0.74734733447988,0.511,0.132,0,"Excitatory Neurons","Car10"
"Sgcd",0,0.747232963542523,0.532,0.161,0,"Excitatory Neurons","Sgcd"
"Prr16",0,0.746265269105839,0.37,0.07,0,"Excitatory Neurons","Prr16"
"Adgrl3",0,0.745212036491705,0.896,0.355,0,"Excitatory Neurons","Adgrl3"
"Bcl11b",0,0.745199237376155,0.471,0.066,0,"Excitatory Neurons","Bcl11b"
"Sorbs2os",0,0.745113127718314,0.578,0.126,0,"Excitatory Neurons","Sorbs2os"
"Dync1i1",0,0.742987797360406,0.722,0.183,0,"Excitatory Neurons","Dync1i1"
"Zmat4",0,0.737250070444067,0.602,0.123,0,"Excitatory Neurons","Zmat4"
"Jazf1",0,0.737114064551893,0.554,0.108,0,"Excitatory Neurons","Jazf1"
"Trank1",0,0.734566671154729,0.511,0.08,0,"Excitatory Neurons","Trank1"
"Gm28376",0,0.730788595236874,0.755,0.239,0,"Excitatory Neurons","Gm28376"
"Ptk2b",0,0.726778526821463,0.592,0.081,0,"Excitatory Neurons","Ptk2b"
"Gm32647",0,0.725013512084457,0.146,0.033,0,"Excitatory Neurons","Gm32647"
"Ccser1",0,0.724937663408179,0.912,0.349,0,"Excitatory Neurons","Ccser1"
"Pde10a",0,0.724909349031444,0.745,0.215,0,"Excitatory Neurons","Pde10a"
"Glis3",0,0.724131242634408,0.341,0.089,0,"Excitatory Neurons","Glis3"
"Trim9",0,0.722021634702995,0.695,0.171,0,"Excitatory Neurons","Trim9"
"Gm10848",0,0.721018594444912,0.365,0.024,0,"Excitatory Neurons","Gm10848"
"Cacna1d",0,0.712834889995483,0.765,0.214,0,"Excitatory Neurons","Cacna1d"
"Cers6",0,0.709914327351607,0.626,0.139,0,"Excitatory Neurons","Cers6"
"Trpc6",0,0.70844333761703,0.308,0.053,0,"Excitatory Neurons","Trpc6"
"Robo2",0,0.70688311624689,0.733,0.176,0,"Excitatory Neurons","Robo2"
"Clvs2",0,0.706428150933259,0.428,0.064,0,"Excitatory Neurons","Clvs2"
"Nwd2",0,0.700695439774315,0.338,0.033,0,"Excitatory Neurons","Nwd2"
"Svop",0,0.700598846303267,0.48,0.076,0,"Excitatory Neurons","Svop"
"Trpc4",0,0.699277288836644,0.456,0.086,0,"Excitatory Neurons","Trpc4"
"Camk4",0,0.698152426902491,0.406,0.067,0,"Excitatory Neurons","Camk4"
"Kcnd3",0,0.697534767762126,0.579,0.144,0,"Excitatory Neurons","Kcnd3"
"Gm17167",0,0.697205348285087,0.508,0.103,0,"Excitatory Neurons","Gm17167"
"Nell1",0,0.696384484869483,0.32,0.074,0,"Excitatory Neurons","Nell1"
"Clvs1",0,0.695175725933646,0.515,0.099,0,"Excitatory Neurons","Clvs1"
"Setbp1",0,0.694513389539152,0.817,0.278,0,"Excitatory Neurons","Setbp1"
"Cdk14",0,0.693881704716935,0.799,0.256,0,"Excitatory Neurons","Cdk14"
"Hcn1",0,0.692778141512316,0.531,0.168,0,"Excitatory Neurons","Hcn1"
"Csmd2",0,0.689931913098667,0.661,0.156,0,"Excitatory Neurons","Csmd2"
"Gm42439",0,0.688077435397691,0.575,0.131,0,"Excitatory Neurons","Gm42439"
"Pkp2",0,0.686442089283075,0.347,0.02,0,"Excitatory Neurons","Pkp2"
"Atp2b1",0,0.68380634467439,0.875,0.364,0,"Excitatory Neurons","Atp2b1"
"Rasal2",0,0.68371511051133,0.797,0.294,0,"Excitatory Neurons","Rasal2"
"Wasf1",0,0.683703992117851,0.614,0.125,0,"Excitatory Neurons","Wasf1"
"Slc35f4",0,0.682221534363398,0.46,0.091,0,"Excitatory Neurons","Slc35f4"
"Rasgef1a",0,0.681393995002002,0.484,0.069,0,"Excitatory Neurons","Rasgef1a"
"Mlip",0,0.67899117310289,0.332,0.031,0,"Excitatory Neurons","Mlip"
"Nrp1",0,0.677602284497021,0.616,0.114,0,"Excitatory Neurons","Nrp1"
"A230006K03Rik",0,0.677312173284502,0.498,0.114,0,"Excitatory Neurons","A230006K03Rik"
"R3hdm1",0,0.676025783658565,0.834,0.339,0,"Excitatory Neurons","R3hdm1"
"Zfp804a",0,0.674241600359645,0.526,0.111,0,"Excitatory Neurons","Zfp804a"
