"","celltype","Df","sum_sq","mean_sq","f_value","p_value"
"1","MFOL",2,0.00472011100779277,0.00236005550389638,6.18361037131646,0.0348596814870577
"2","MOL",2,0.00079990233115521,0.000399951165577605,6.70534519161756,0.0295345803392984
"3","NFOL",2,2.89165977065553e-06,1.44582988532776e-06,1.44320569725772,0.307804175072737
"4","OPC",2,3.10850598175464e-05,1.55425299087732e-05,2.06648481050937,0.207607734502697
