"","diff","lwr","upr","p adj"
"APPPS1-WT",0.0320019601835704,0.0233715224791838,0.0406323978879571,6.81913770350651e-05
"APPPS1.il12b-/--WT",0.0308253040037728,0.0221948662993862,0.0394557417081594,8.45869150574163e-05
"APPPS1.il12b-/--APPPS1",-0.00117665617979765,-0.00980709388418426,0.00745378152458897,0.909449700749896
